도서관 일련번호,도서관명,구 코드,구명,주소,전화번호,팩스번호,홈페이지 URL,운영시간,정기 휴관일,도서관 구분,도서관 구분명,위도,경도,담당자이메일,도서관 소개,설립연도,회원가입요건,대출안내,교통편,층별 설명
1380,대방어린이도서관,0004,동작구,서울특별시 동작구 대방동길55(대방동379-2),02-813-6740,02-813-6741,http://lib.dongjak.go.kr,,"매주 월요일, 법정공휴일 ",0001,공공도서관,37.51310982,126.9311477,choi_615@idongjak.or.kr,대방어린이도서관은 어린이들의 꿈과 함께 하는 공간입니다. 초등 저학년 이하 어린이들을 대상으로 한 다양한 장서와 프로그램을 운영하고 있으며 차별화 된 도서와 행사 및 프로그램을 통해 지역 어린이들이 성숙한 시민으로 성장하는 발돋움이 될 수 있는 어린이도서관을 지향합니다.,20130315,"- 동작구통합도서관 홈페이지 회원가입 (온라인신청만 가능)

- 신분증(본인 지참), 사진1매, 등본(14세 미만의 아동만) 제시 

- 회원가입 신청 후 회원카드 발급기간은 5~10분 정도 소요되며, 회원카드 수령 후 대출 가능

- 회원카드 재발급 : 회원카드를 분실하였을 경우 구비서류를 지참하여 재발급 신청(수수료 1,000원) ","- 서울시민 누구나(서울시 소재학교·직장에 재학, 재직 중인 사람도 가능) 

- 1회 5권 2주(14일) / 1회 7일 연장 가능

","- 7호선 보라매역 7번 출구로 나와 서울공업고등학교를 지나 골목으로 직진(도보 15분)

- 7호선 신대방삼거리역 5번 출구 동작03번 마을버스를 타고 현대마트(2정거장)에서 하차

- 버스 150,153, 753,5531,5534,6513타고 강남중학교 정류장에서 하차한 뒤 강남중학교 골목으로 직진(도보10분) 

※ 주차공간이 협소하니 대중교통을 이용해 주시면 감사하겠습니다. "," 

"
875,동작상도국주도서관,0004,동작구,서울특별시 동작구 매봉로 37,02-813-6750,02-813-6758,http://lib.dongjak.go.kr,,"매주 월요일, 법정공휴일 ",0001,공공도서관,37.50682006,126.950995,,"안녕하세요.<p>

동작상도국주도서관입니다.",20091029," 서울시민 혹은 서울소재 직장인, 학생 ","3권 이내 

기본 14일, 연기 7일

",,
84,동작어린이도서관,0004,동작구,서울특별시 동작구 장승배기로 16길 98(노량진 2동 225-161),02-823-6750,02-823-1906,http://lib.dongjak.go.kr,,"매주 월요일, 법정공휴일 ",0001,공공도서관,37.50919685,126.9434278,,"<p>

	우리 구 최초의 어린이 전용도서관으로, 송학대 공원 내에 위치하고 있어 주변경관이 빼어나며 도서관 앞 공터에 놀이터가 있어 어린이들이 책도 보고 뛰어놀 수도 있는 아기자기한 공간이 있다.</p>

",20080212,"대출대상 : 서울시민 누구나(서울시 소재학교·직장에 재학, 재직 중인 사람도 가능)

회원가입 방 법

 - 동작구통합도서관 홈페이지 회원가입 (온라인신청만 가능)

- 신분증(본인 지참), 사진1매, 등본(14세 미만의 아동만) 제시 

- 회원가입 신청 후 회원카드 발급기간은 5~10분 정도 소요되며, 회원카드 수령 후 대출 가능

- 회원카드 재발급 : 회원카드를 분실하였을 경우 구비서류를 지참하여 재발급 신청(수수료 1,000원) ","대출기간 : 2주(14일) ※ 영어도서는 개인회원 2권, DVD 대출 불가

대출연장 : 1회 7일간 연장(예약도서 연장 불가, 홈페이지 직접 연장)

대출정지 : 연체일 수만큼 대출 정지 도서 분실 및 파손 : 동일도서로 변상 원칙(현금 변상 불가) ","장승배기역 6번출구에서 신동아리버파크아파트 가는 길목에 위치한 새소망교회 앞 좌측 골목길(송이마트 골목길이 아닌 그 옆 골목길)에서 약300m 떨어져 있음

 - 마을버스 : 동작13번, 동작13-1 (동작어린이도서관 하차)","- 지하1층 : 강당, 사무실, 서고

- 1    층 : 유아 열람실

- 2    층 : 아동 열람실"
1381,사당솔밭도서관,0004,동작구,서울특별시 동작구 솔밭로 86,02-585-8411-2,,http://lib.dongjak.go.kr,,"매주 월요일, 법정공휴일 ",0001,공공도서관,37.48408051,126.9673502,,,,,,,
90,마포구립서강도서관,0011,마포구,서울특별시 마포구 독막로 165,02-3141-7053,,http://www.mplib.mapo.go.kr/sglib,,매주 화요일 및 법정공휴일,0001,공공도서관,37.54773525,126.9320621,,,,,,,
20,서울특별시교육청동작도서관,0004,동작구,서울특별시 동작구 장승배기로 94,02-823-6419,812-6511,http://djlib.sen.go.kr,,"2,4주 금요일 및 법정공휴일",0001,공공도서관,37.50596898,126.9401028,,"<p>

	우리도서관은 1991년 5월 6일에 개관한 동작구 공공도서관으로, 현재 10만 여권의 장서와 각종 간행물, 멀티미디어자료를 갖추고 21C를 열어 가는 정보문화센터로서, 지역 주민들의 정보문화욕구 충족을 위한 각종 프로그램을 개설 하여 이용자들의 생활 속의 소중한 문화공간으로 자리 매김하고 있음</p>

",19910506,"- 가입대상 : 주민등록상 서울인 거주자

             ※ 주소가 지방인 경우 재직증명서, 재학증명서 제출

- 가입방법(구비서류) : 관외대출신청서(도서관내 비치),

                       신분증(주민등록번호, 현재주소 확인가능)","- 일반회원 : 3권 14일(2주간), 1주 연기 가능함

- 우수회원 : 5권 14일(2주간), 1주 연기 가능함

- 특별회원 : 10권 21일(3주간), 1주 연기 가능함","- 마을버스

 2, 2-1, 3-1, 3-2

 정류장 이름 : 장승배기역



 - 전 철

 지하철 7호선 장승백이역 6번 출구



 - 일반버스 버스번호

  152번, 500번, 504번, 641번, 650번, 751번, 752번, 5011번, 5516번, 517번, 5535번, 5536번, 5614번,","- 1층 : 어린이실 ／ 제1열람실 ／ 열람자대기석(60석/78석/28석)

- 2층 : 제2열람실／관장실／자료봉사과/관리과/식당(108석/48석)

- 3층 : 종합자료실/휴게실(84석/60석)

- 지하1층 : 시청각실 ／ 기계실(60석)"
2140,약수도서관,0004,동작구,서울특별시 동작구 양녕로22바길 64(상도동),02-823-1907,,http://lib.dongjak.go.kr,,"매주 월요일, 법정공휴일",0001,공공도서관,37.4978869,126.9474565,,,,,,,
1382,마포구립하늘도서관,0011,마포구,"서울특별시 마포구 월드컵로 212, 마포구청 12층",02-3153-6260,,http://www.mplib.mapo.go.kr,,매주금요일및법정공휴일,0001,공공도서관,37.56631258,126.9016155,,,20131112,서울시민 및 서울소재 직장 재직자 및 학교 재학생,"5권 이내 기본 14일, 연기 7일",,
1927,마포중앙도서관,0011,마포구,서울특별시 마포구 성산로 128(성산동),02-3153-5800,,http://www.mplib.mapo.go.kr,,매주월요일및법정공휴일,0001,공공도서관,37.56379606,126.9082023,,,20171115,,,,
1882,마포푸르메어린이도서관,0011,마포구,서울특별시 마포구 월드컵북로 494 푸르메재단 넥슨어린이재활병원 1층,02-6070-9286,,http://www.mplib.mapo.go.kr,,매주 일요일 및 법정공휴일,0001,공공도서관,37.58464747,126.8805204,,,,,,,
13,서울특별시교육청마포평생학습관,0011,마포구,서울특별시 마포구 홍익로2길 16,02-2137-0000,3142-5637,http://mpllc.sen.go.kr,,"2,4주 월요일 및 법정공휴일",0001,공공도서관,37.5543221,126.9242045,mp@sen.go.kr,"<p>

	평생학습교실 강좌와 체육시설(수영장, 헬스장)을 운영하고 있으며, 도서관 기능도 수행하고 있습니다. 서울지역평생교육정보센터로서 대학부설 평생교육원, 문화센터, 공공도서관 등 서울시내 평생교육기관의 상호 네트워크 구축, 평생교육종사자 연수 등의 기능을 수행하고 있으며, 전문능력을 가진 퇴직자 분들을 중심으로 한 금빛평생교육봉사단을 모집하여 지역사회의 평생교육 및 복지서비스 분야에 지원함으로써 지역사회평생교육 발전에 최선을 다하고 있습니다.</p>

",19800711,"* 누구나 홈페이지 회원가입 후 열람실, 디지털실 좌석 이용가능



* 자료대출 회원가입 (홈페이지 가입후 구비서류 지참 방문)

  - 서울시에 주민등록이 되어 있는 사람

  - 서울에 있는 학교나 직장에 다니는 사람

  - 서울특별시에 거주하는 재외동포 국내거소 신고자 및 외국인 등록자

  - 그 밖에 관장이 필요하다고 인정하는 사람



* 자료대출 구비서류(현재주소 기재) 

  - 서울특별시 거주를 확인할 수 있는 신분증 또는 증빙서(주민등록등본)

  - 서울특별시 외의 거주자 : 서울특별시 소재 재직증명서 또는 재학증명서 

  - 재외동포 또는 외국인 : 거소신고증 또는 외국인등록증","1인 5권, 2주일","* 지하철 2호선 홍대입구역 9번출구

* 버스

파랑(간선)버스 : 5712, 5714, 7711, 8712, 7016, 7612, 7011, 6716, 7737 

초록(지선)버스 : 602, 603, 604, 271, 273, 760","- 지하1층 : 헬스장, 수영장, 매점 및 식당, 소강당



  - 1층 : 안내실, 시각장애인실, 강의실, 북카페, 전시공간



  - 2층 : 어린이실, 자율학습실, 관장실, 행정지원과



  - 3층 : 문헌정보실, 자율학습실, 정보자료과, 평생학습과



  - 4층 : 디지털연속간행물실, 자율학습실, 강의실



  - 5층 : 대강당, 강의실

"
14,서울특별시교육청마포평생학습관아현분관,0011,마포구,서울특별시 마포구 마포대로 224,02-362-8785,393-1586,http://ahyon.sen.go.kr,,"1,3주 월요일 및 법정공휴일",0001,공공도서관,37.55416693,126.9573466,,"<p class=""바탕글"">

	&nbsp;</p>

<p class=""바탕글"">

	&nbsp;</p>

<p class=""바탕글"">

	<span style=""font-family: 바탕;"">저희 마포평생학습관 아현분관은</span></p>

<p class=""바탕글"">

	<span style=""font-family: 바탕;"">첫째, 21세기 문화 창조와 열린 학습을 위하여 지식 정보를 제공하고 평생학습프로그램을 운영하겠습니다.</span></p>

<p class=""바탕글"">

	<span style=""font-family: 바탕;"">이를 통해 모두가 행복한 내일을 기대하고 희망을 충전할 수 있는 평생학습 사회를 실현하고자 합니다.</span></p>

<p class=""바탕글"">

	<span style=""font-family: 바탕;"">둘째, 배움과 지식 그리고 정보가 어우러진 우리 아현 분관은 이용자 중심의 다가서는 서비스를 제공하겠습니다.</span></p>

<p class=""바탕글"">

	<span style=""font-family: 바탕;"">이러한 서비스를 통해 지역사회의 정보제공 및 자기 계발을 위한 열린 문화 교육 공간으로서 최선을 다하겠습니다.</span></p>

<p class=""바탕글"">

	<span style=""font-family: 바탕;"">많은 관심과 이용 부탁드리겠습니다.</span></p>

<p>

	- 연 혁 -</p>

<p>

	<span>2012.07.02 </span>리모델링 공사 후 재개관</p>

<p>

	<span>1995.06.22</span> 마포도서관 확장 이전 신축 개관(서교동 341-1번지) 구 마포도서관은 마포도서관 아현분관으로 개칭</p>

<p>

	<span>1994.10.25</span> 마포도서관 위치 변경과 마포도서관 아현분관 설치조례 공포</p>

<p>

	<span>1991.01.02</span> 마포도서관 이전 추진</p>

<p>

	<span>1981.11.02 </span>서부교육청 이전으로 확장 개관</p>

<p>

	<span>1980.07.12</span> 국립중앙도서관 마포도서관 아현분관 인수</p>

<p>

	<span>1980.07.11</span> 서울시 조례 제1444호 마포도서관 설치 공고</p>

",19800711,"＊ 서울시교육청 산하 서울시립공공도서관 및 평생학습관(22개관)의 통합회원으로 가입됨

＊ 서울시립공공도서관에서 소장하고 있는 자료를 총 30권까지(아현분관의 자료는 5권) 무료로 대출가능

＊ 가입대상 : 서울시 주민등록 등재자, 서울소재 학생 및 직장인, 재외국인 

＊ 가입 시 구비서류 

  - 일반인 : 거주확인 가능한 신분증(주민등록증, 운전면허증)

  - 유아·초·중·고생 : 주민등록등본 

  - 서울소재 학생 및 직장인 : 재학증명서, 재직증명서 

  - 재외국인 : 국내거소신고증 또는 외국인등록증 

＊ 가입방법 : 도서관 홈페이지에서 회원가입 후 도서관 방문 시 신분증 제시(재학 및 재직증명서 제출)

＊ 회원가입 즉시 자료 대출 가능  ","＊ 대출 권수 : 1인 5권



＊ 정기간행물 대출 : 과월호에 한하여 1권 대출가능. 정기간행물 대출권수는 1인 대출권수인 5권에 포함됨 ","＊ 지하철이용

  - 5호선 애오개역 3번 출구, 도보로 1분 

  - 2호선 아현역 3번출구, 아현초등학교 방향 도보로 5분 

＊ 버스이용

  - 파랑(간선)버스 : 160, 260, 600 

  - 초록(지선)버스 : 7013A, 7013B, 7611 

  - 빨강(광역)버스 : 2300, 2400, 2500, 2100 

  - 일반 버스 : 1002, 631 

＊ 정 류 장 : 마포경찰서(애오개역 1번출구),

            아현초등학교(애오개역 3번출구) 

＊ 주차안내

  - 별도의 주차시설이 없으므로 반드시 대중교통을 이용하여 주시기 바랍니다. 



                                                                                                               ","＊ 3층 제1학습실, 제2학습실, 휴게실 

＊ 2층 문헌정보실 (디지털자료실 포함), 시청각실 

＊ 1층 분관장실, 사무실, 어린이실, 평생학습교실, 안내실

                                                                                                         "
108,남가좌새롬어린이도서관,0014,서대문구,서울특별시 서대문구 증가로10길 16-15,02-360-8670,,http://lib.sdm.or.kr,,매주 월요일 및 법정 공휴일,0001,공공도서관,37.5783399,126.9240451,,"감사합니다. <p>

남가좌새롬어린이도서관 입니다.",20100507, 서울시민 ,"5권 이내 14일

",,"1층 정보데스크, 모자열람실, 수유실

2층 어린이열람실, 문화사랑방

3층 책쉼터(휴게실), 사무실

4층 보존서고"
40,서대문구립이진아기념도서관,0014,서대문구,서울특별시 서대문구 독립문공원길 80,02-360-8600,02-360-8610,http://lib.sdm.or.kr,,매주 월요일 및 법정 공휴일,0001,공공도서관,37.57295407,126.9555492,,"<p>

	지식의 열린공간, 이진아기념도서관입니다. 다함께, 더불어 사는 행복한 도서관 서대문구립이진아기념도서관입니다.</p>

",20050915,"·서울시에 주민등록되어 있는 시민

·서대문구 소재 직장인

·국가유공자 등 예우 및 지원에 관한 법률의 지원을 받는 국가 유공자와 그 유족 또는 가족

·독립유공자 예우에 관한 법률의 적용을 받는 독립유공자와 그 유족 또는 가족","5권 이내 14일

",서대문 독립공원(독립문역) 영천사 가는 방향 도보 10분,"·지하1층 : 다목적실, 보존서고

·1층 : 어린이열람실, 모자열람실

·2층 : 전자정보열람실, 멀티문화감상실, 문화사랑방, 도예공방

·3층 : 종합자료실I, 문화창작실, 강의실

·4층 : 종합자료실Ⅱ"
12,서울특별시교육청서대문도서관,0014,서대문구,서울특별시 서대문구 모래내로 412,02-6948-2115,02-6948-2119,http://sdmlib.sen.go.kr,,"1,3주 화요일 및 법정공휴일",0001,공공도서관,37.58331954,126.9408583,,"<p>

	서대문 도서관은 1986년 12월에 개관한 서대문구 은평구 관내 유일한 공공도서관으로 지역주민들의 도서관이용에 구심점 역할을 수행하여 왔으며, 1986년 9월 전자정보자료실 개설, 1997년1월 홈페이지를 개설하 여 지역사회 지식정보센터 및 문화정보센터로서의 역할 수행을 위해 노 력하고 있음.</p>

",19861218,"- 가입대상 :

    1. 서울특별시에 주민등록이 되어 있는 자

    2. 서울특별시 소재 직장에 재직하는 자

    3. 서울특별시 소재 학교에 재학하는 자

 - 가입방법(구비서류) :

    1. 일반/중고생  : 신분증(주민등록증, 운전면허증) 또는 주민등록등본

    2. 유아/초등학생 : 의료보험증(단 초등학생 이하는 부모신분증 지참) 또         는 주민등록등본","- 회원당  책, 1회, 3권, 14일

- 과월호 잡지 1회, 3권, 14일","지하철 이용

    - 지하철 2호선 : 신촌역 1번 출구[초록색 지선버스 7713, 7720을 타고        서대문구청 다음역(동신병원) 하차, 신역중학교 방향 도보 5분 거리에        위치

    - 지하철 2호선 : 신촌역 3번 출구 [마을버스 서대문 03번 타고 서대문        구청 다음역 (동신병원) 하차, 신연중학교 방향 도보 5분 거리에 위치

    - 지하철 3호선 : 홍제역 3번 출구[초록색 지선버스 7713, 7738, 7739         및 마을버스 9, 10, 14번 타고 고은초등학교 다음 정류장에서 하차,         횡단보도 건너편에 위치(신연중학교 옆)

    버스 이용

    - 간선버스 : 파랑색 버스 110, 117번 이용 시 동신병원 앞 하차

    - 지선버스 : 초록색 버스 7018, 7021, 7713, 7720, 7728, 7739번을 타고        동신병원 앞 하차","4층

 제2열람실(성인 남여),  제3열람실(성인 여자)

 제4열람실(성인 남자),  열람자 휴게실

3층

종합자료실

2층

 제1열람실(중고생), 관장실, 관리과, 자료봉사과

 디지털자료실;연속간행물실

1층

 안내실, 어린이실,  시청각실, 문화교실, 순회문고

지하1층

  식당(매점), 기관실"
1072,홍은도담도서관,0014,서대문구,서울특별시 서대문구 홍은중앙로 129,02-360-8640,02-395-8650,http://lib.sdm.or.kr/,,매주 금요일,0001,공공도서관,37.60177311,126.9489548,helena@sscmc.or.kr,,20111222, 서울시민 ,"5권 이내 14일

",,
1984,내곡도서관,0007,서초구,서울특별시 서초구 청계산로7길 9-20 ,02-3461-3007,,http://naegok.seocholib.or.kr,,매주 월요일 및 법정공휴일,0001,공공도서관,37.45200429,127.054445,,,,,,,
1985,방배도서관,0007,서초구,서울특별시 서초구 방배로40(방배동),02-3471-3993,,http://spublic.seocholib.or.kr,,"매주 월요일, 법정 공휴일, 임시 공휴일",0001,공공도서관,37.4784386,126.9999959,,,,,,,
1986,서이도서관,0007,서초구,서울특별시 서초구 서초대로70길 51(서초동),02-3471-1337,,http://spublic.seocholib.or.kr,,"매주 월요일, 법정 공휴일, 임시 공휴일",0001,공공도서관,37.49206882,127.0249474,,,,,,,
1399,서초구립반포도서관,0007,서초구,서울특별시 서초구 고무래로 34,02-520-8700,,http://www.seocholib.or.kr,,"매주월요일,법정공휴일",0001,공공도서관,37.50248627,127.0125127,,"서초구민의 지원과 열망으로 세워진 반포도서관은 삶 속의 도서관을 지향합니다.<p>

반포도서관의 직원들은 이용자의 생애주기에 최적화된 서비스를 제공하고자 꾸준히 노력할 것입니다.<p>

<P>

<p>

반포도서관의 행복한 이용자가 되어주십시오.<p>

반포도서관에 오셔서 황혼 무렵에 날개를 펴는 미네르바의 부엉이를 찾아주십시오.",201303,,,,
1983,서초그림책도서관,0007,서초구,서울특별시 서초구 명달로 150,02-3471-0995,,http://spublic.seocholib.or.kr,,매주 월요일 및 법정공휴일,0001,공공도서관,37.49060375,127.0050971,,,,,,,
2141,잠원도서관,0007,서초구,서울특별시 서초구 나루터로 38,02-3477-8655,,http://spublic.seocholib.or.kr/dockid/,,"매주 월요일, 법정 공휴일, 임시 공휴일",0001,공공도서관,37.51496828,127.0139817,,,,,,,
55,성동구립금호도서관,0013,성동구,서울특별시 성동구 난계로 20,02-2204-6450,02-2282-5448,http://www.sdlib.or.kr/kh,,매주 월요일 및 법정공휴일,0001,공공도서관,37.55413024,127.0248941,,"<p>

	성동구립금호도서관은 지역주민들의 정보욕구 충족과 독서사업을 통한 독서환경 조성, 다양한 문화활동을 통한 풍요로운 삶의 제공을 위하여 2006년 6월에 개관하였습니다. 우리도서관은 이제 막 첫걸음을 내딛은 작은도서관으로 편리한 교통, 구민들의 생활지역 정점에 위치한 점으로 보아 남녀노소 누구나 편한 마음으로 이용할 수 있는 문화의 장이 되리라 생각합니다. 또한 우리 도서관은 서울시 성동구도시관리공단이 위탁운영하고 있는 성동구립도서관, 성동구립금호도서관, 소월아트홀 등과 함께 &lsquo;고객만족 우선&rsquo;을 최고의 가치로 하여 더욱 다양하고 수준있는 서비스를 제공하도록 노력하겠습니다. 앞으로 지역주민과 함께 성장할 수 있는 도서관이 될 수 있도록 여러분의 많은 관심과 성원을 부탁드립니다.</p>

",20060615,"- 가입대상 :  주민등록상에 현주소지가 서울시인 시민, 타 시도 거주자 중 서울특별시 소재 직장 재직자.학교 재학생.자영업자, 서울특별시에 거주하는 재외동포.국내 거소신고자.외국인등록자 

   - 가입방법(구비서류) : 초등학생(부모님과 동반하여 부모님 신분증 과 주민       등록등본 또는 의료보험증), 중학생이상(주소가 등재되어있는 학생증 또는       신분증)","1관당 3권 이내(총15권) 

기본 14일, 연기 10일

",,"- 1층 : 일반열람실, 식당/매점, 보존서고, 기계실, 휴게쉼터

  - 2층 : 어린이열람실, 가족열람실, 영어원서코너, 정보검색코너

  - 3층 : 문헌정보실, 디지털정보실, 정기간행물코너, 장애인코너

  - 4층 : 어학강좌실, 문화강좌실, 사무실, 통신실

  - 5층 : 하늘공원, 휴게실"
26,성동구립도서관,0013,성동구,서울특별시 성동구 고산자로10길 9,02-2204-6420,02-2299-6449,http://www.sdlib.or.kr/sd,,매주 월요일 및 법정공휴일,0001,공공도서관,37.55918517,127.0349643,,"<p>

	도서 및 각종 자료의 수집&middot;보존&middot;열람&middot;대출과 부속 시설을 공중의 이용에 제공하고 다양한 독서 프로그램을 개발,운영함으로써 지역문화예술진흥과 지역사회 정보화, 평생교육에 이바지 하기 위하여 성동구립도서관은 성동구 행당동 142-4에 위치한 공공도서관으로서 1999년 4월 23일 개관하여 평생교육의 장으로서의 역할을 다하고 있습니다. 우리 도서관은 쾌적한 분위기로 지역 주민의 문화와 교육의 다양한 정보제공의 장으로서 그 기능을 다하고 있습니다. 앞으로도 지역주민의 의견을 수렴하고 다양한 정보 욕구를 충족시키어 생활의 질을 높이는 교육문화 공간으로서의 기능을 다하기 위해 노력하겠습니다</p>

",19990423,"- 가입대상 :  서울거주자,서울시내 직장,학교 재직자 

   - 가입방법(구비서류)

     초등학생(부모님과 동반하여 부모님 신분증 과 주민등록등본 또는

     의료보험증), 중학생이상(주소가 등재되어있는 학생증 또는 신분증)","1관당 3권 이내(총60권)  14일

",왕십리역 9번출구 약 250M,"- 지하2층 : 주차장 / 기계실

   - 지하1층 : 디지털정보실 / 영화감상실 / 주차장

   - 1층 : 안내데스크 / 어린이열람실 / 모자열람실 / 일반열람실 /

           제2강의실 / 관리실 / 물품보관함

   - 2층 : 참고자료실 / 장애인·노약자 열람실 / 정기간행물실

   - 3층 : 제1자료열람실

   - 4층 : 제2자료열람실

   - 5층 : 사무실 / 컴퓨터강의실 / 사무실 / 제1강의실 / 소강의실

   - 옥상 : 식당"
100,성동구립무지개도서관,0013,성동구,서울특별시 성동구 고산자로 270,02-2286-6025,02-2286-6027,http://www.sdlib.or.kr/rainbow,,매주 월요일 및 법정공휴일,0001,공공도서관,37.56342271,127.0369648,,"<p>

	- 무지개도서관은 구청사 3층에 위치하여 주민들에게 개방 운영되고 있으며 대중교통이 편리한 곳에 위치하여 접근성이 매우 뛰어남. 또한 면적에 비해 보유장서 및 시설이 좋아 이용자 및 대출건수가 많고, 성동구립 3개 도서관(성동, 금호, 용답) 과 도서관간 회원DB 공유, 소장도서 DB 공유 및 상호대차 운영중으로 회원증 1개로 4곳의 도서관을 모두 이용할 수 있음</p>

",20060110,"- 가입대상 :  주민등록상에 현주소지가 서울시인 시민, 타 시도 거주자 중 서울특별시 소재 직장 재직자.학교 재학생.자영업자, 서울특별시에 거주하는 재외동포.국내 거소신고자.외국인등록자 

 

 - 가입방법(구비서류)

    : 신분증, 발급수수료 1,000원 (신규, 재발급 동일)

      어린이 회원카드 발급시에는 보호자를 동반하여야 가능

      (주민등록 등본 또는 의료보험카드 지참- 가족임을 확인하기 위함)","- 1회 3권 이내, 대출일로 부터 14일(1회 10일 연장가능)","- 2, 5호선 및 국철 왕십리역 4번출구 도보 3분거리 성동구청 3층","일반 열람실   314㎡ (95평) 50석

어린이 열람실 155㎡ (47평) 40석 

PC 도서검색 : 2대, 정보검색 :18대, DVD콤보 : 4대

도서 열람, PC 이용, DVD관람은 누구나 가능, 도서 대출은 회원카드발급자에 한함

 ※복사기 1대 (A4 30원, B4 40원)"
1396,성동구립성수도서관,0013,성동구,서울특별시 성동구 뚝섬로1길 43,02-2204-7590,02-462-7590,www.sdlib.or.kr/SS/,,매주 월요일 및 법정공휴일,0001,공공도서관,37.54542874,127.0469481,," 성수도서관은 1999년 성동구립도서관 개관 이후, 4번째 분관으로 2012년 9월 14일 개관하였습니다. 개관 이후 한 해 10,000여권의 도서가 확충되고 있으며, 일일 1,000여명의 이용자의 방문으로 지역주민의 문화공간으로서 중추적인 역할을 수행하고 있습니다.<p>



  성수도서관은 한강의 흐름을 구현한 물결 디자인과 자연채광으로 아름다운 성수문화복지회관 7층에 위치하고 있으며 성수동을 문화, 예술, 복지의 중심으로 이끌어가고 있습니다. <p>



  도서관 개관 시 효율적인 자료관리와 이용고객의 편의를 도모하고자 성동구 내 도서관 최초 RFID시스템을 도입하였으며 누구나 자유롭게 지식, 정보, 문화를 접할 수 있는 열린 공간이 되고자 노력하고 있습니다.<p>



  또한 개관이후 다양한 다문화자료와 영어원서 등 특화된 자료를 지속적으로 확충하여 차별화된 도서관으로서 면모를 갖추고 있으며 지역주민의 독서 생활화 및 커뮤니티센터로서의 도서관 역할을 강화하고자 “책 읽는 서울-한 도서관 한 책 읽기“등 다양한 문화, 교육 프로그램을 진행하고 있습니다.<p>



  앞으로도 지역주민들이 책속에서 삶의 지혜를 얻고 평생교육을 통하여 행복을 찾을 수 있는 성수도서관이 되기를 희망하며, 여러분의 많은 성원과 참여 부탁드립니다.<p>

  감사합니다.",20120914,,,,
59,성동구립용답도서관,0013,성동구,서울특별시 성동구 용답중앙3길 10,02-2204-6470,02-2216-3663,www.sdlib.or.kr/YD,,매주 월요일 및 법정 공휴일,0001,공공도서관,37.56670257,127.0513055,,"<p>

	성동구립용답도서관은 지역주민들의 정보욕구 충족과 독서사업을 통한 독서환경 조성, 다양한 문화활동을 통한 풍요로운 삶의 제공을 위하여 지난 2007년 1월 개관하였습니다. 우리도서관은 이제 막 첫걸음을 내딛은 작은도서관으로 편리한 교통, 구민들의 생활지역 정점에 위치한 점으로 보아 남녀노소 누구나 편한 마음으로 이용할 수 있는 문화의 장이 되리라 생각합니다. 또한 우리 도서관은 서울시성동구도시관리공단이 위탁운영하고 있는 성동구립도서관, 성동구립금호도서관, 소월아트홀 등과 함께 &lsquo;고객만족 우선&rsquo;을 최고의 가치로 하여 더욱 다양하고 수준있는 서비스를 제공하도록 노력하겠습니다. 앞으로 지역주민과 함께 성장할 수 있는 도서관이 될 수 있도록 여러분의 많은 관심과 성원을 부탁드립니다.</p>

",20070124,"- 가입대상 :  주민등록상에 현주소지가 서울시인 시민, 타 시도 거주자 중 서울특별시 소재 직장 재직자.학교 재학생.자영업자, 서울특별시에 거주하는 재외동포.국내 거소신고자.외국인등록자 



   - 가입방법(구비서류) : 초등학생(부모님과 동반하여 부모님 신분증과 주민       등록등본 또는 의료보험증), 중학생이상(주소가 등재되어있는 학생증 또는       신분증)","1관당 3권 이내(총15권) 기본 14일, 연기 10일

",,"- 지하1층 : 문화강좌실RED, 보존서고, 자료정리실, 기계실

  - 1층 : 종합안내, 어린이열람실, 유아열람실, 물품보관실

  - 2층 : 문헌정보실, 디지털정보실

  - 3층 : 어르신;장애인열람실, 일반열람실

  - 4층 : 문화강좌실BLUE, 어학강좌실, 사무실, 식당

  - 옥상 : 하늘정원"
1386,성동구립청계도서관,0013,성동구,서울특별시 성동구 마장로 141 왕십리도선동 공공복합청사 5~6층,02-2204-7580,,www.sdlib.or.kr/CG/,,매주 월요일 및 법정 공휴일,0001,공공도서관,37.56395923,127.0358722,,"<p>

	청계도서관은 2014년 2월 19일 개관한 성동구의 6번째 구립도서관으로 왕십리도선동 공공복합청사 내 5, 6층에 위치하고 있으며 도서관 개관 시 효율적인 자료관리와 이용고객의 편의를 도모하고자 RFID시스템을 도입하였습니다. 2만 여권의 장서와 소설을 원작으로 만들어진 영화를 소설과 함께 소장하여 동일 장소에서 보실 수 있도록 준비하였으며 누구나 자유롭게 지식, 정보, 문화를 접할 수 있는 열린 공간이 되고자 노력하고 있습니다. 성동구립청계도서관은 주민들께 삶의 지혜를 책에서 찾으며 인생의 항로를 변경해 나가는 공간, 고향과 같은 정이 묻어나는 편안한 공간을 제공하기위해 노력하는 도서관이 되겠습니다.</p>

",20140219," 주민등록상에 현주소지가 서울시인 시민, 타 시도 거주자 중 서울특별시 소재 직장 재직자.학교 재학생.자영업자, 서울특별시에 거주하는 재외동포.국내 거소신고자.외국인등록자 

","1관당 5권 이내(총30권) ; 기본 14일, 연기 10일

","○ 지하철: 2호선 상왕십리역 1번 출구 도보 5분, ○ 버스: 도로교통공단 또는 왕십리교회 하차 후 도보 5분, 간선버스(파랑): 147, 202, 302, 463, N62, 지선버스(초록): 2012, 2013, 2014, 2015, 1017, 6211, 마을버스(초록): 성동03, 성동08

",
