Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,cafe,cafe_id,date,likeCnt,message,point,user_id
18.0,,,세탁쏘,1802810168,2018.08.10.,,,5,990356
19.0,,,세탁쏘,1802810168,2017.05.02.,,,5,253501
20.0,,,말깡쥬스,905387561,2019.08.07.,0.0,Good :),5,971396
21.0,,,말깡쥬스,905387561,2019.08.04.,0.0,,5,963763
22.0,,,말깡쥬스,905387561,2019.07.29.,0.0,건강한 당근주스!,4,944804
23.0,,,말깡쥬스,905387561,2019.05.21.,0.0,당근주스 건강한맛입니다. 아침에 짜서 병에 담아놓으셨네요. 당근주스 맛있어요.,4,570327
24.0,,,피플카페,1915394502,2019.09.15.,0.0,"저의 반려 아지 아가씨 샤블리양과의 추석 혼영 마지막날이네요~ 피로가 쌓이고 운전 중 졸려서 편한의자에서 쉬며 졸며 그런곳이 필요했죠.
 함덕 해변 델문도 같은곳은 주차도 만차고 사람 득실거리고 가격도 사악하여..조용한곳 찾아 조천 바닷가를 따라 쭉 달리던 중 닭머르 근처 조용한 마을 바닷가에 피플카페를 찾아냈어요..
후기 잘 안쓰는데 착한 가격의 신선한 샌드위치와 편한의자..자연바람으로시원함에 반해 즉석 후기 올립니다.~~
바닷가 뒤뜰이 완전 개방된 창으로 입구쪽 개방창과 맞바람으로 자연바람인데 추울 지경입니다.
밖은 오분만 서있어도 땀뻘뻘인데요..
참 잘찾았다요!!",5,1081399
25.0,,,피플카페,1915394502,2019.08.04.,0.0,경치굳,5,963103
26.0,,,원더샌드위치카페,1706278496,2019.11.27.,0.0,재료가 듬뿍듬뿍 맛있어요,5,1283491
27.0,,,원더샌드위치카페,1706278496,2019.11.22.,0.0,맛있어요 ! 생각보다 크고 양도 많네요 :) ,5,1266996
28.0,,,원더샌드위치카페,1706278496,2017.10.14.,0.0,샌드위치는 크고 맛있지만. 인사해도 무시하시고  기분이 많이 안 좋아 보이세요....,3,15464
29.0,,,달달카페,26591021,2017.05.19.,,산만한 제주에서 정말 제주스러운 고즈넉한 분위기의 카페. ,5,1774069
30.0,,,숑,21524936,2019.11.21.,0.0,"사장님이 갬성을 아시네요
커피값도 저렴하고!
재방문 하겠습니다!",5,1264618
31.0,,,숑,21524936,2019.09.30.,0.0,조용하고 분위기 있고 사장님도 친절하시고 와플도 맛있고 ... 존맛탱구리,5,1121628
32.0,,,숑,21524936,2019.09.30.,1.0,"조용하고 분위기 좋아요. 커피,와플 맛있게 먹었어요. 가격도 괜찮아요. 주차도 근처에 가능합니다. 다만 가게가 좁다보니 주말엔 피해가심이..",5,80354
33.0,,,숑,21524936,2019.09.21.,0.0,"커다란 프레임같은 창앞에 놓은 긴 테이블에서 태풍이 오기 전의 바람 많은 바다를 바라보는.것만으로도 충분히 좋은 곳
음악도 좋고 커피맛도 좋고 주인장도 친절하시고 집 앛에 있다면 매일 가서 넋놓고 있고 싶은 곳",5,1096944
34.0,,,숑,21524936,2019.09.16.,0.0,정말 왠만해서 리뷰 안다는데 너무 좋아서 올림,5,1085022
35.0,,,숑,21524936,2019.08.03.,0.0,고급스럽게 달달한 초코라떼. 부드러운 아메리카노. 굽는 순간부터 식욕이 도는 와플 ㅠㅠ 그냥 대짜 먹을 걸 그랬습니다.,5,959521
36.0,,,숑,21524936,2019.05.23.,0.0,자주는 아니지만 항상 초코초코초콜렛 마시러 가던곳. 진한 벨지안 초콜릿이 고농축된 초코분수를 그대로 떠서 마시는 느낌 일상이 지칠때 초코초코초콜렛 한잔 마시며 조용한 바다 보고있으면 내기분 마치 낙원~ㅋㅋ 이번에 새로 놓은 쇼파 너무너무 편안하고 좋아요(자리 추천 감사^^) 육지로 이사가기 전 꼭 한번 더 오고싶어서 들러가요. 아담하고 예쁜 공간에 음악도 좋고 카페숑 앞으로도 오래오래 쭈욱- 흥했으면. 이젠 여행 올 때마다 들러야 할 곳.,5,574392
37.0,,,숑,21524936,2019.03.01.,0.0,"사장님도 친절하시고 자리도 편안해요
노래도 맘에들고 ㅎ 또가고싶어요!",5,423601
38.0,,,숑,21524936,2019.02.18.,1.0,"뷰최고
노래완전내스탈
멍때리기최고
♡",5,407431
39.0,,,숑,21524936,2018.12.28.,0.0,"사장님 와아아안전 친절해요
임신한거 딱아시고 알맞은 차 추천해 주시고
무엇보다 와플촤고에요
오ㅏ풀최고",5,342361
40.0,,,숑,21524936,2018.11.17.,0.0,핫초코 짱 맛있어요,5,299810
41.0,,,숑,21524936,2018.10.29.,0.0,"내 제주도 최애 카페
뷰도 좋고 맛도 좋고 조용하고 아늑하고",5,590050
42.0,,,숑,21524936,2018.07.03.,0.0,밑에 리뷰는 어디 옆가게 주인인듯 싶네요 ㅋㅋㅋㅋㅋ 숑카페 사장님 아저씨라고 불릴만한 나이도 아니고 말투도 나긋나긋하니 친절하시더만 ㅋㅋㅋ,5,163921
43.0,,,숑,21524936,2018.06.30.,0.0,주인이 최악..남자주인 아저씨 진짜 불친절하네여,2,161698
44.0,,,숑,21524936,2017.03.08.,0.0,,3,628161
45.0,,,숑,21524936,2019.01.15.,,"커피맛 최고 
분위기 최고 
내가 좋아하는 공천포 ",4,181320
46.0,,,숑,21524936,2018.05.25.,,,4,1147221
47.0,,,숑,21524936,2017.03.07.,,조용하고 좋아요. 동네산책 꼭 해보세요. ,4,1100526
48.0,,,숑,21524936,2016.09.08.,,마냥 좋은 카페,4,24998
49.0,,,숑,21524936,2016.07.30.,,,1,584520
50.0,,,숑,21524936,2016.06.23.,,,5,917731
51.0,,,숑,21524936,2016.05.15.,,경치좋은 카페,3,698399
52.0,,,숑,21524936,2016.03.30.,,★★★   해변뷰 좋음. 커피 가격 쌈,3,27669
53.0,,,숑,21524936,2016.03.26.,,그냥저냥 저렴한 가격에 한가로운 바다를 조망할 수 있는 곳.,2,763264
54.0,,,숑,21524936,2016.03.17.,,"조용하게 바다보며 힐링하기 좋은 곳.
사장님도 조용하심.
커피도 맛나고 와플도 굿!
여긴 단체가 가서 떠들지 말았으면.
",5,178860
55.0,,,숑,21524936,2015.08.20.,,traveline 추천,0,6181
56.0,,,숑,21524936,2015.04.26.,,상냥한 주인장님~~^_^조아요 조용하니....,0,571829
57.0,,,숑,21524936,2013.10.01.,,바다가 보이는 뷰가 예술:),0,50538
58.0,,,숑,21524936,2013.09.07.,,"도라지차는완전꼬소하구
주인님도친절하고
무엇보다바다가한눈에들여다보이는뷰에
걸맞는좋은노래들이흘러나오는집♥",0,341649
59.0,,,숑,21524936,2013.08.24.,,옆집 요네주방 갔다가 우연히 들린 최고의 커피집,0,570473
60.0,,,숑,21524936,2013.08.04.,,휴가지만 나른한 오후. 카페에서 책도 보고 여유를.  근데 존 정신없어야 잼나는 건가?  느긋한 여유로는 좋은 장소네,0,151100
61.0,,,이웃집마나까페,27491844,2019.05.03.,0.0,아주 편히 쉬다 왔어요 아늑한게 최고 장점이구 음식도 겁나 맛있는건 안비밀,5,534293
62.0,,,이웃집마나까페,27491844,2019.04.22.,0.0,제주도 만화까페 중에 시설은 최고에요 인테리어를 잘해놓으셔서 마음에 들었어요,5,512987
63.0,,,이웃집마나까페,27491844,2018.04.22.,0.0,"사진은 못올리지만, 만화책에 소설 라이트노벨ㄹㅍ 웹툰류까지있고 점원이 책을 찾아주시는 서비스 처음이용이라고 말하니까 자세히 시스템정산 설명에 마음이 들었습니다. 일요일인데 주말에 즐거운시간을 보냈습니다.",5,108124
64.0,,,새벽이슬,8359940,2010.03.31.,,가볍게 술도 한잔 할 수 있네요 ㅎㅎ 분위기가 편해요,4,129689
65.0,,,새벽이슬,8359940,2010.03.24.,,돈가스 맛이 좋은것 같아요~~분위기도 좋구요~~,4,122550
66.0,,,쓰담뜨담,27237634,2019.10.11.,1.0,뷰가 제주 최고임,5,1151982
67.0,,,쓰담뜨담,27237634,2019.08.30.,0.0,대평리 최애 카페,4,1043413
68.0,,,쓰담뜨담,27237634,2019.04.09.,1.0,아기자기 볼거리가 많아요&hearts;,5,489694
69.0,,,쓰담뜨담,27237634,2018.08.10.,0.0,경치가 애월의 봄날카페보다 좋네요! 커피도 무난하고,3,744064
70.0,,,쓰담뜨담,27237634,2018.04.30.,0.0,한적한 위치가 참 평화로운 카페에요. 음료는 쏘쏘,3,113595
71.0,,,쓰담뜨담,27237634,2017.11.07.,,,3,979740
72.0,,,오늘종달,447419247,2019.09.16.,0.0,,5,1084868
73.0,,,요거프레소 제주성산점,1903840341,2019.10.02.,0.0,"살다보면 수많은 인연이 있다

대부분은 스치듯 지나가지만 잠시나마 공감을 하는사람은 늘 기억에 남아 있다

제주도 아직 한번도 가본적이 없다

하지만 해외는 23개국정도 가보았다

언젠가의 진도에서의 민박손님 인연으로

오늘 태풍 미탁이 아마도 지금쯤 제주도에 영향을
주는듯한데 근접한 진도에는 비가 내리고..

반가운 전화한통을 받는다

직장생활 관두고 사업을 시작해서 많은분들이 찾으시는듯 하고 자연을 벗삼아 사업도 번창하는듯하다

언젠가 제주도 가는길 있으면 꼭 들려 보고싶은

마음이 늘 자연스러운 제주도 요거프레소 성산점

사장님 과 사모님 이다

사진은 김대진 사장님 페이스북에서 몰래 가져온것 입니다",5,1127164
74.0,,,요거프레소 제주성산점,1903840341,2019.09.30.,0.0,여행 시작전 아아 장전하러 매일 갔어요 사장님 두분이 친절하십니다,5,1123045
75.0,,,요거프레소 제주성산점,1903840341,2019.09.12.,0.0,"핫도그 맛 있어요~ 특히 칠리 핫도그 짱~~ 꼭 추천
초콜릿 스무디도 맛 있어요
꼭 먹으로 오세요",5,1074814
76.0,,,요거프레소 제주성산점,1903840341,2018.03.22.,,으음~^^  첨으로 친정식구들과 여행와서 제주향기 느끼며 가던중 시원한게 생각날쯤 심플 눈에 확~ 들어오는 요거프레소!! 주차걱정없고 오픈한곳이라 깨끗깨끗 ㅎㅎ아이들과 함께 먹을거라  딸기생크림오믈렛/체리블라썸 아이스크림을 주문했는데 입안에서 사르르~ 느무맛났어여~친절하신 사장님 덕분에 좋은여행정보는 덤이였네요^^ 숙소가는길 한번더 들릴까봐여ㅋ,5,1902003
77.0,,,요거프레소 제주성산점,1903840341,2018.03.21.,,처음으로 제주가족 여행왔어요  봄날 들린성산  길가에 오픈했다는 요거프레에들렸어요  카페 전망도 좋고 메리트리와 아이스아메리카노  맛도좋았어요  사장님도 친절하시고    맛있게 잘마시고 놀다갑니다^^,5,1901662
78.0,,,요거프레소 제주성산점,1903840341,2018.03.21.,,성산일출봉  가던길에  깔끔하고 예뻐서 들린까페^^ 성산일출봉에 커피숍이 많긴하지만   넘 복잡해서ㅠㅠ 제주까지 와서  요거프레소를 올진 몰랐지만~~ 한적한 제주의 분위기를잘 느끼고 온 까페네요^^ 생크림카스테라 딸기에 올라간 크림이랑 딸기도 너무 맛있었고~~  특히 제가 좋아하는 딸기쥬스도 생과일 그대로 갈아주어 신선하고(?)  맛나게 잘 먹었네요^^,5,1901582
79.0,,,요거프레소 제주성산점,1903840341,2018.03.20.,,첫 여행에 첫 요거프레소! 메리 딸기 메리메론 둘다 맛있었어요!,5,1901121
80.0,,,요거프레소 제주성산점,1903840341,2018.03.20.,,메리 딸기 하나에 노력이 느껴지고 최대한 잘해주시려는 모습이 보기 좋습니다. 물론 맛도 있구요. ㅎㅎ,5,1900508
81.0,,,에프터글로우,27517565,2019.10.11.,0.0,,4,1150496
82.0,,,에프터글로우,27517565,2019.05.01.,0.0,모카멜란지,4,529962
83.0,,,에프터글로우,27517565,2019.01.04.,0.0,최고의 카페 모카멜란지 티라미수 계속 생각남 분위기도 너무 좋음 ,5,352077
84.0,,,에프터글로우,27517565,2018.06.13.,0.0,,3,779107
85.0,,,에프터글로우,27517565,2017.12.14.,0.0,분위기 좋아요,4,38993
86.0,,,에프터글로우,27517565,2017.11.22.,0.0,"오렌지 에이드
티라미슈
쿠키
바닐라라떼

조용해서 좋았는데 소문나서 이제 사람이 많아짐
그래도 여전히 조음 ㅠㅠ",5,29580
87.0,,,에프터글로우,27517565,2018.06.28.,,늘 한결같이 맛있고 분위기 좋은 곳,5,1242883
88.0,,,에프터글로우,27517565,2018.05.18.,,,4,1237249
89.0,,,에프터글로우,27517565,2016.10.17.,,,4,857537
90.0,,,에프터글로우,27517565,2016.08.10.,,,4,251604
91.0,,,에프터글로우,27517565,2017.01.19.,,앉아서 일하기 좋은 환경. 노트북 들고 종종 갑니다.,5,1707600
92.0,,,카페360,1546033095,2019.10.13.,0.0,타로좋아요,5,1155388
93.0,,,카페360,1546033095,2019.06.24.,0.0,타로상담 받으러 가끔가요! 마카롱 치즈맛 짱맛,5,837357
94.0,,,골목카페옥수,481425144,2019.10.16.,0.0,"너무 좋았어요~ 
저는 원래 주문부터 하고 사진찍는 편이라 
밑에 평처럼 그런 기분나쁜? 일은 없었고요 
제주에서 갔던 카페들중 분위기가 젤 맘에들었어요 
평일에 가서 한적해서 그랬던거같아요! 
강아지도 너무 귀엽구요 ㅎㅎ",5,1164458
95.0,,,골목카페옥수,481425144,2019.09.18.,1.0,밑에 분이 써놓은 것처럼 똑같이 당했네요. 기분좋게 들어가서 사진 찍고 있는데 들어간지 30초만에 주인 남자분이 나오시더니 들어와서 주문부터 하라고 하네요..당황스러웠지만 사진 찍고 들어가서 금방 주문할게요 웃으면서 이야기했는데도 똑같은 얘길 서너번씩 반복. 왜 주문부터 해야하냐니까 미리 안하면 주문이 밀린다는 둥 말같지도 않은 말을 하기에 너무 기분이 상해서 그냥 나왔어요. 절대 절대 가지마세요. 하루종일 좋았던 기분만 망치는 곳이에요. ,1,1089818
96.0,,,골목카페옥수,481425144,2019.09.05.,0.0,"제주시골집을 편안하고 예쁘게 꾸며놓은 곳, 에이드를 먹었는데 굉장히 향이 좋았고 꽃의 달콤함이 느껴지는 맛이었음
또다른 직원인 모모가 달려와 맞아줍니다. 터그놀이 한참 하다갔음. 주인분들 굉장히 친절합니다. ",5,1057266
97.0,,,골목카페옥수,481425144,2019.08.14.,1.0,,1,991307
98.0,,,골목카페옥수,481425144,2019.07.05.,0.0,벌레 많고 디저트 별로임 가게는 예쁨 강아지도 귀여움,2,872805
99.0,,,골목카페옥수,481425144,2019.06.26.,0.0,차 있어야만 갈수있는곳  ㅠㅠㅠ 그리구 평일 오픈시간에 맞춰가면 짱좋아용 ,5,844153
100.0,,,골목카페옥수,481425144,2019.04.12.,0.0,인테리어가 너무 이뻐요. 벚꽃라떼도 맛있어요.,5,495191
101.0,,,골목카페옥수,481425144,2019.03.27.,5.0,평일에 제주에 살고 있는 가족이 가보고 싶어했던 곳이어서 굳이 찾아 갔는데 입구 들어가며부터 둘러보자마자 시작한 주문타령. 여기서 먹자고 결정하고 형부가 차 다시 세우러 나가면서 언니랑 한장 찍어주고 동시에 주문하려고 들어가는중에 다시 하는 말 주문하시고 사진찍으라고 ;;;  이 모든게 5분 남짓 사이 주문하라느말을 세번 들었네요. 그거 두장도 아닌 한장에 표정을 그렇게 구기고 주문먼저 하고 찍으라고 말할건 뭔지? 제주에 이쁜 카페 널렸어요. 그러지 마세요. ,1,468038
102.0,,,골목카페옥수,481425144,2019.03.07.,0.0,카페전체가 포토존 소품 다 너무 귀엽고 레몬케이크 맛있었어요 ,4,435296
103.0,,,종종캐주얼다이닝앤카페,928680139,2019.05.08.,0.0,맛납니다 리얼.,4,545358
104.0,,,종종캐주얼다이닝앤카페,928680139,2019.04.01.,0.0,예쉡!,5,477358
105.0,,,종종캐주얼다이닝앤카페,928680139,2017.09.18.,0.0,음식맛이 항상 변함없이 맛있어요. 그리고 끊임없이 연구하는 쉡의 노력이 음식에서 느껴지네요~ 신메뉴도 곧잘 나오고요~^^ㅎㅎ ,5,6195
106.0,,,종종캐주얼다이닝앤카페,928680139,2016.03.30.,,분위기도 좋고~ 음식맛도 괜찮네요 ^^ 주택가라 시끄럽지않고 가게 크기가 아담해서 넘 맘에들어용ㅎ_ㅎ,4,762540
107.0,,,종종캐주얼다이닝앤카페,928680139,2016.03.22.,,이젠 자리를 잡은 것 같은 종종. 피쉬앤칩스가 내 으뜸이!,4,829047
108.0,,,종종캐주얼다이닝앤카페,928680139,2016.03.16.,,"맛도 가격도 친절도도 최고👍🏻 
쉬림프오일파스타 & 리코타치즈샐러드 먹었는데
맥주를 부르는 맛이라서 가볍게 한잔ㅋㅋㅋㅋㅋ좋아요 !! 테이블 수 가 작아서 전화해보시구 브레이크 타임도 있어염 ㅋㅋㅋ",5,794220
109.0,,,종종캐주얼다이닝앤카페,928680139,2016.02.05.,,피쉬앤칩스 제대로 나와요!,4,670404
110.0,,,종종캐주얼다이닝앤카페,928680139,2017.04.06.,,맛집이래서 갔지만 매우평범 ㅜ ㅜ 감바스는 너무 짯어요 ,3,1749762
111.0,,,종종캐주얼다이닝앤카페,928680139,2015.03.16.,,굳...꽤 괜찮..,4,1298827
112.0,,,종종캐주얼다이닝앤카페,928680139,2015.03.16.,,"여기 한남동 핫플레이스가 제주로 온거같아욬ㅋㅋㅋ 유명호텔주방장 출신의 쉐프의 요리를 맛볼수있네요~~!! 단, 토속음식이아니라는 점.. 공항과 가까우니 출국전에 쫌 일찍 나서서 여기서 점심드시고 출발하면 듯.",5,1298538
113.0,,,놀멍쉬멍고르멍,131787039,2017.09.07.,,사장님 사모님도 너무 친절하시구~  품을 안떠나던 아가가 잔디에서 너무 잘 노네요 ^^ 적극 추천합니다 ㅋ,5,1820658
114.0,,,뷰크레스트,18406830,2019.05.27.,1.0,.,5,603143
115.0,,,뷰크레스트,18406830,2019.03.24.,0.0,"좋은 풍경, 멋진 건물 그러나 서비스는 정말 별로. 
호객도 심하고 메뉴를 시킨다고해서 -
예쁘게 꾸며놓은 공간을 구경도 못하게 함.
",1,463311
116.0,,,뷰크레스트,18406830,2019.02.23.,0.0,"위치가 너무 좋고, 건물도 이쁜데 주문을 강요하는 듯 해서... 물론 이해가는 부분이지만",2,829564
117.0,,,뷰크레스트,18406830,2019.02.21.,0.0,"Drinks were a couple thousand more expensive then other cafes but the view you get from sitting here makes it all worth it. 

I just got some ice americano and it was alright - nothing special. Don&rsquo;t know about other drinks. 

Nice clean bathroom and the staffs were friendly. 

Good spot to sit and relax a little while doing your olle trail.

Recommend sitting outside if not too windy!",5,410910
118.0,,,뷰크레스트,18406830,2019.01.27.,1.0,"카페가 이쁘네요.
아메리카노가 6천원 정도 하는 가격이지만,
카페 분위기가 너무 좋나서 올레길을 걷다가 정말 기분 좋게 쉬었습니다.
경치도 좋고, 다음에 한번 와서 차한잔 하고싶은 곳이네요.",5,379482
119.0,,,뷰크레스트,18406830,2018.10.11.,0.0,"하루종일 있고싶은곳
날씨 좋은날 가면 제주도의 찬란함을 느낄거예요~♡",5,261448
120.0,,,뷰크레스트,18406830,2018.01.06.,0.0,"갤러리가 화장실 크기보다 작은 곳. 갤러리에 작품볼 생각에 간다면 엄청실망.
커페는 올레길 옆이라 비싸고 1인 1주문을 기본으로 함.
건물의 대부분은 다른 용도라 접근 불가.
별하나는 풍경이 좋아서. 단 그 풍경은 7번 올레길로도 즐길 수 있음.",1,692909
121.0,,,뷰크레스트,18406830,2019.01.20.,,,3,63649
122.0,,,뷰크레스트,18406830,2016.04.17.,,"올레걷다 쉴곳을 찾아들어간 ..
조용하니 괜찮네요",3,814221
123.0,,,뷰크레스트,18406830,2013.10.31.,,겔러리에서 번춘방 선생님의 길에서 지혜를묻다,0,238606
124.0,,,뷰크레스트,18406830,2013.10.14.,,,0,403277
125.0,,,뷰크레스트,18406830,2013.05.21.,,올레길7코스..쉬고싶은 생각에 마침 나타난 갤러리와 음악과 커피,0,246127
126.0,,,뷰크레스트,18406830,2013.05.20.,,올레길 7코스에 멋진 카페~갤러리는 무료 입장~,0,73726
127.0,,,뷰크레스트,18406830,2016.07.25.,,"한적한 분위기, 멋지 오션뷰, 우연히 본 돌고래들... 너무 좋았습니다!",5,1600886
128.0,,,뷰크레스트,18406830,2016.07.24.,,몇 년째 가지만 전망과 분위기 최고입니다.,5,1600241
129.0,,,카페세바,17086100,2019.11.20.,0.0,분위기 정말 좋네요~ 가격 부담에 별하나 빼고요~^^,4,1263410
130.0,,,카페세바,17086100,2019.10.18.,0.0,진짜 이쁘고 멋진카페 보리빵 맛있고 아메리카노 아이스티 맛있숨,5,1169624
131.0,,,카페세바,17086100,2019.09.23.,0.0,"사진촬영금지시키면 좋겠음...
분위기 좋은데 인스타쟁이들때문에 카페느낌 다 죽음...
음료는 맛있음...",3,1102840
132.0,,,카페세바,17086100,2019.09.06.,0.0,,5,1059816
133.0,,,카페세바,17086100,2019.06.30.,0.0,"비가 많이 내리는 날, 날씨가 더 운치 있게 느껴졌던 곳. 보리빵도 카페라떼도 정말 맛있었다. 그리고 주인분들이 친절해서 더 기분좋았던 곳!!! 위로의 보리빵.... 감사합니다ㅠㅠ",5,857731
134.0,,,카페세바,17086100,2019.05.28.,0.0,너무 평온하고 좋았어서 나만 알고싶은 장소에요,5,616342
135.0,,,카페세바,17086100,2019.05.19.,0.0,동화속에 들어간 느낌~,5,19094
136.0,,,카페세바,17086100,2019.05.03.,0.0,분위기 아늑,4,534983
137.0,,,카페세바,17086100,2019.03.21.,0.0,"OPEN 10:30
CLOSE 17:30
오픈시간에 맞추어 들어오니
장작난로에서 피어나는 장작내음이 일행을 맞이해준다
세미클라식과 재즈피아노곡이 카페의 분위기를 한층 돋보이게 한다
일행은 카페라떼,아머리카노,핫초코와 제주보리빵을
주문하였다
중배전으로 로스팅한듯
커피맛이 부드러웠다
맛은 사진으로 느껴보시길~
가격은 약간 높은듯 하나
카페 내외분의 진정성 있는 접대에 가격을 논할수는 없는것 같았다
강추합니다",5,457507
138.0,,,카페세바,17086100,2019.02.23.,0.0,커피가 진짜 맛있어요 주차 후 걸어들어가면서 동네 느끼기에좋아요 근데저는 나무난로 냄새를 개인적으로 좋아하지않아서 공기가 탁하다느꼈어요 보리빵이 담백한것같고 인테리어 예뻐요 소문만큼 꼭가야한다는정도는아니지만 그래도 괜찮은편이에요 ,4,413954
139.0,,,카페세바,17086100,2019.02.11.,1.0,커피도 맛있고 한라봉 음료도 맛있고 무엇보다 카페 자체가 제주예요!! 인테리어며 건물이며 걍 제주. 감각있는 창가자리도 너무 멋져요 ㅠㅠ 제주도에 왔으면 제주도같은 카페를 원한다면 카페세바를 가보시기를 추천합니다. 노래도 센스있게 틀어주시는데 분위기랑 오묘하게 맞아떨어지는 라틴쪽?재즈? 독특했어요. 겨울세바도 멋졌지만 여름세바 다시 꼭 와볼생각*_*!!! 5점!!!,5,397951
140.0,,,카페세바,17086100,2018.08.08.,0.0,정말 친절하세요,3,195416
141.0,,,카페세바,17086100,2018.04.24.,0.0,"사장님 정말 친절해요 ㅜㅡㅜ
핫초코에서 카푸지노러 변경했는데 
친절하셧어요..,, 바쁘신데 ㅎ
정말예쁘고요,,
커피는 내가 커피맛을몰라서,, 시나몬향이 강햇다",4,109468
142.0,,,카페세바,17086100,2017.12.25.,0.0,Coffee,3,711982
143.0,,,카페세바,17086100,2016.07.04.,0.0,한적한 마을 중간에 자리잡은 아기자기한 까페. 인테리어도 좋고 분위기도 좋은데 주인이 바뀐 이후로 현금 혹은 계좌이체만 받음. ,3,582547
144.0,,,카페세바,17086100,2019.01.31.,,동쪽 돌다가 인스타 보고 간건대 아늑하고 좋아요. 친절하시고. 커피는 기계 안쓰고 직접 내리시는 것 같아요,4,1263525
145.0,,,카페세바,17086100,2018.04.13.,,,4,374759
146.0,,,카페세바,17086100,2018.01.27.,,,4,1214780
147.0,,,카페세바,17086100,2017.11.23.,,가게는 참 예쁜데 편하게 쉬면서 커피마실 곳은 아님. 커피는 나쁘지 않았던거 같음,3,814875
148.0,,,카페세바,17086100,2017.11.13.,,,3,1173838
149.0,,,카페세바,17086100,2016.11.26.,,이쁨. 골목 안쪽에 주차할 수 없다. 잘못들어갔다가 좁은 길을 한참 뱅글뱅글 돌아야했다. 조용하고 예쁜 곳. 정성들여 가꾼 태가 난다. ,3,45955
150.0,,,카페세바,17086100,2016.03.27.,,요즘 제주도 카페의 표본같은 느낌,3,52762
151.0,,,카페세바,17086100,2015.06.25.,,재즈카페,0,695446
152.0,,,카페세바,17086100,2014.08.03.,,카페세바,0,684336
153.0,,,카페세바,17086100,2013.11.09.,,음악이있는 카페,0,154398
154.0,,,카페세바,17086100,2013.03.20.,,제주 선흘문화예술공간 카페 세바- 탄자니아 피베리랑 귤차를 먹었다 :),0,22408
155.0,,,바람이분다당신이좋다,27128687,2016.07.21.,,막태 안주는 먹을만 했지만 그 외 안주들은 가격에 비해 매우 부실하고 심지어 소금이 잔뜩 들어간 차돌박이 숙주볶음 지금껏 먹은 안주들 중 최악!! 외부 익스테리어만 좋아보임,1,1598270
156.0,,,바람이분다당신이좋다,27128687,2015.12.29.,,"제주스럽고,유별나지않고 음식도 사람도 편안한가게삼충에서 바라보는 제주바다와 용두암야경 한폭의 그림이네요춥지만 않으면 이층 베란다에 앉아서 맥주한잔 마셔도 최고일듯",5,1466350
157.0,,,델문도 로스터스,1115019463,2019.11.21.,1.0,제주 도착해서 여행 일정 협의하려고 우연히 들른 카페인데. 엄청 크고 2층 회의실도 이용 가능하고 좋았어요. 커피점이라 커피도 맛있고요. 1층에 계속 큰 기계로 로스팅 하는 모습도 인상적이었습니다.,5,1265105
158.0,,,델문도 로스터스,1115019463,2019.11.19.,2.0,"인테리어 멋지고 테이블 간격이 넓어서 북적거리는 느낌이 없어서 좋아요. 커피랑 빵이 맛있구요. 사실 함덕 델문도에서 여기 가면 원두나 아메리카노 준다길래 공항가는 길에 커피도 마시고 빵도 살겸해서 잠시 들렸어요. ㅎㅎㅎ 2층이 넓고 갤러리 느낌이라 쉬었다 가기에는 더 좋은 것같아요,",5,1259375
159.0,,,델문도 로스터스,1115019463,2019.11.19.,2.0,좋이요. 직접 로스팅 하는 모습도 볼수 있고 분위기 좋네요,5,1259390
160.0,,,델문도 로스터스,1115019463,2019.08.08.,3.0,음식들이 너무 맛있고요 인테리어도 굉장히 멋져요. 2층에 갤러리도 재밌게 감상하고갑니다. 최고예요♡,5,974060
161.0,,,델문도 로스터스,1115019463,2019.07.25.,3.0,굿.ㅎ,5,936227
162.0,,,밝은방,2144722432,2018.09.05.,1.0,고양이가 이쁘고 체스 잘두는 제가 있어요 많이 오세요,5,225504
163.0,,,밝은방,2144722432,2018.09.03.,,여긴 진짜 서귀포에서 어떤 의미로는 가장 힙하다.,5,1975310
164.0,,,귤하르방 삼성혈점,27127929,2019.05.15.,0.0,사장님사모님도친절하시고 빵이랑 주스 다 너무맛있어요!,5,558901
165.0,,,귤하르방 삼성혈점,27127929,2019.02.04.,0.0,또 먹고싶다ㅜㅜㅜㅜㅜ 두번짼데 너무 친절하시고 청귤주스 너무 맛있어요 근데 왤케 언거 주셨어요 스쿠터타고 가야되는데 버리긴 아까워서 빨대구멍있는상태로 출발했어여 ㅎ,5,388878
166.0,,,귤하르방 삼성혈점,27127929,2018.08.18.,0.0,귀여워요,3,208782
167.0,,,귤하르방 삼성혈점,27127929,2018.05.14.,0.0,"넘  먹고싶어서 32개 세트 삿는데 그저 그랬음...

2018년 또 옴
이번에는 16개짜리 삿는데
역시 맛은 그저 그랬던거 같음.
하지만 애기는 엄청 잘먹음...
쥬스는 시원
",3,1185088
168.0,,,귤하르방 삼성혈점,27127929,2017.05.09.,0.0,Custard,3,711396
169.0,,,귤하르방 삼성혈점,27127929,2018.07.13.,,,5,1241654
170.0,,,귤하르방 삼성혈점,27127929,2017.09.30.,,아주 맛있어요~~^^  주스도 좋고 하르방도 특색있고 좋아요~  꼭 와보세요♡,5,900374
171.0,,,귤하르방 삼성혈점,27127929,2017.04.28.,,,4,764932
172.0,,,귤하르방 삼성혈점,27127929,2017.04.27.,,,5,783909
