,Unnamed: 0,Unnamed: 0.1,cafe_id,cafe,user_id,message,point,likeCnt,date
494,494,120,18629995,채점석 베이커리&커피,755556,"
한라산 빵은 그냥 슈가파우더 ㅠㅠ
건강빵 맛있네요 ㅎㅎ 근데 전체적으로 좀 비싸네요
3개 집었더니 15000원 후덜덜",4,,2016.12.19.
495,495,121,18629995,채점석 베이커리&커피,1044287,,5,,2016.12.06.
496,496,122,18629995,채점석 베이커리&커피,581071,,4,,2016.11.24.
497,497,123,18629995,채점석 베이커리&커피,873387,,4,,2016.09.21.
498,498,124,18629995,채점석 베이커리&커피,696771,베이커리 ,4,,2016.08.04.
499,499,125,18629995,채점석 베이커리&커피,962461,눈이 내리는 듯한 빵에 아메리카노 완전 좋아여,5,,2016.08.03.
500,500,126,18629995,채점석 베이커리&커피,961482,올초에갔다왔는데 빵도 맛나고 커피도 갠춘했음 ,4,,2016.07.30.
501,501,127,18629995,채점석 베이커리&커피,944769,빵 커피 다 괜찮은 곳,5,,2016.07.23.
502,502,128,18629995,채점석 베이커리&커피,50365,맛있음,5,,2016.07.12.
503,503,129,18629995,채점석 베이커리&커피,559077,,5,,2016.04.07.
504,504,130,18629995,채점석 베이커리&커피,762526,담백하니 맛있는 빵^^ 아침부터 빵굽는 냄새가 향기롭~~~,4,,2016.03.28.
505,505,131,18629995,채점석 베이커리&커피,1771161,나쁘진않습니다. 비싸구요.   일하는 여직원불친절하네요.  다시안가려구요,3,,2017.05.13.
506,506,132,18629995,채점석 베이커리&커피,1423318,기능장답게 빵들이 다맛있어요,5,,2015.10.18.
507,507,133,26854693,걷다워크인제주,534967,,2,0.0,2019.05.03.
508,508,134,26854693,걷다워크인제주,57229,"족욕카페(티+족욕5000원)

사장님의 서비스 엄지척        
족욕아이디어(컨텐츠) 엄지척      
인테리어 엄지척      
주차공간 적음   
차도 맛잇음         ",5,0.0,2018.01.24.
509,509,135,26854693,걷다워크인제주,1037527,족욕카페 용암해수욕 30분 5천원+차값,4,0.0,2016.12.24.
510,510,136,26854693,걷다워크인제주,123256,,5,,2017.06.06.
511,511,137,1450044291,카페소금,1243214,특별한 맛이 없습니다. 영업시간이 한참 지났는데도 열지 않고 부시시하게 뜬 머리로 나와 인사도 없는 사람 보고 다시 갈 마음이 없어지네요. 요즘 이런 수준으로 일하면 경쟁이 될란가 모르겠어요?,1,0.0,2019.11.13.
512,512,138,1450044291,카페소금,1212695,"단짠단짠 아이스소금라떼 맛있어요
사장님도 친절함",5,0.0,2019.11.01.
513,513,139,1450044291,카페소금,1035793,강아지도 귀엽고 소금커피도 괜찮아요. 사장님이 그렇게 친절하시진 않은듯,3,0.0,2019.08.28.
514,514,140,1450044291,카페소금,207695,"한 번 더 가고 싶음. 소금커피 섞어드세요 맛있어요. 마쟈그린은 한약맛.. 

너무 맛있어서 2019년에 또 감. 맛은 여전하나 청소에 좀 신경을 써야 할 듯. 먼지에 거미줄에.. 좀 더럽더라",4,0.0,2019.08.21.
515,515,141,1450044291,카페소금,985417,"크림이 짭쪼롬하니 맛있어요 :)
비오는 날 비 보면서 커피 마시니 좋았어요!
왕 커서 왕 귀여운 강아지 솔트도 있습니다",5,0.0,2019.08.11.
516,516,142,1450044291,카페소금,947452,,5,0.0,2019.07.30.
517,517,143,1450044291,카페소금,490220,소금커피는 한두번 마시면 질리는맛이고 좀 불친절해요. ,1,1.0,2019.04.09.
518,518,144,1450044291,카페소금,454183,분위기 좋음... 큰강아지가 맞아줌.. 소금라떼는 따뜻한걸로 먹는게 나을듯함 ,4,0.0,2019.03.19.
519,519,145,1450044291,카페소금,447920,커피가 참신하고 아늑하다,5,0.0,2019.03.15.
520,520,146,1450044291,카페소금,402050,공간이 협소하지만 아늑한 분위기에요. 강아지가 귀여워요. 커피를 못 드시는 분은 소금라떼를 드세요. ,4,0.0,2019.02.14.
521,521,147,1450044291,카페소금,324586,소금커피가 최고에요,5,0.0,2018.12.12.
522,522,148,1450044291,카페소금,292571,솔트가 귀여워요..,4,0.0,2018.11.11.
523,523,149,1450044291,카페소금,276435,커피의 맛은 좋았습니다 인테리어는 시골 할머니집 같았어요,4,0.0,2018.10.26.
524,524,150,1450044291,카페소금,168693,솔트가너무귀여워ㅜㅜ날제주도로다시보내줘ㅜㅜ,5,0.0,2018.07.09.
525,525,151,1450044291,카페소금,128319,"오픈 전 30분 기다렸다가 10시에 맞춰서 갔는데 공지도 없이 못 연다고 해서 시간만 낭비했어요ㅠ
30분 기다렸다고 해도 감기 때문에 못 연다고만 해서 야속했지만 어쩌겠어요. 발길 돌려서 다른 카페 가긴 하는데 좀 속상하네요.",1,2.0,2018.05.17.
526,526,152,1450044291,카페소금,103708,최고의 커피,5,0.0,2018.04.15.
527,527,153,1450044291,카페소금,78880,,5,0.0,2018.03.01.
528,528,154,1450044291,카페소금,737813,,5,,2017.04.18.
529,529,155,1450044291,카페소금,1833278,분위기좋고 커피진짜 맛있어요 다시또 가고싶은 제주 소금카페 ᆢ,5,,2017.10.12.
530,530,156,24120254,프로젝트비,260401,프로젝트-비 게스트하우스!,0,,2014.06.05.
531,531,157,2106909178,카페소해피,365964,"시간은 12:00 - 20:00 이고, 라스트오더는 19:00
인스타그램 계정은 sohappy.jwa 입니다",5,1.0,2019.09.12.
532,532,158,2106909178,카페소해피,1040346,great little corner,5,0.0,2019.08.29.
533,533,159,2106909178,카페소해피,1015392,"조용하게 맛있는 음료와 간식을 즐길 스 있습니다. 무화과 스무디와 티라미수, 정말정말 최고였습니다! 제주도에 다시 가면 또 가도 싶은 곳입니다.",5,0.0,2019.08.21.
534,534,160,2106909178,카페소해피,1770277,한적한 주택가에 위치한 숨은 카페  브라우니랑 티라미슈 맛있었어요,5,,2017.05.12.
535,535,161,2106909178,카페소해피,1701686,공항근처 조용한카페 좋아요. 꼭 한번 들려보시길!! 티라미슈 블루베리키위에이드 존맛 ㅜㅜ,5,,2017.01.09.
536,536,162,2106909178,카페소해피,1683690,좋네요,5,,2016.12.09.
537,537,163,1363724318,트라인커피,1081733,분위기 좋음 맛은 아직 안나와서 모르겠음,4,0.0,2019.09.15.
538,538,164,1363724318,트라인커피,962604,커피 진짜 맛나고 카페진짜 예뻐요....ㅎㄷㄷ 강추합니다. 다른 안좋은 평가는 아마 경쟁카페가 글올린듯 이라는 생각이 들 정도로 좋음 좌석수에 맞게 주차장도 4~5개 정도 있는거 같아서 더 좋아요!,5,0.0,2019.08.04.
539,539,165,1363724318,트라인커피,919228,"찾아가기 너무 힘들어요 ㅠㅠ
근데 차있으몀 괜찮을듯 아포카토 맛있었어요!
앞에 흔들그네 있어서 앉아있다 왔어요",4,0.0,2019.07.19.
540,540,166,1363724318,트라인커피,574583,아.....,1,0.0,2019.05.23.
541,541,167,1363724318,트라인커피,538312,"찾아가기 힘들고, 비싸고, 커피가 신 맛이 강하게 나고, 와이파이 계속 끊기고, 카페도 작아요. 멀리서 찾아왔는데 완전 별로. 30분 이상 있기 불편한 곳",1,0.0,2019.05.05.
542,542,168,1363724318,트라인커피,503742,,5,0.0,2019.04.17.
543,543,169,1363724318,트라인커피,321447,제주커피맛집,5,0.0,2018.12.09.
544,544,170,1363724318,트라인커피,126063,크림이 정말 맛나고 샌드위치도 바삭하고 양파소스가 일품입니다!! 추천,5,0.0,2018.05.13.
545,545,171,1363724318,트라인커피,1215046,,3,,2018.02.01.
546,546,172,713222734,네이처캔버스,883109,예쁘다. 깨끗하다. 여유롭다. 커피 맛이 좋다. ,4,0.0,2019.07.08.
547,547,173,713222734,네이처캔버스,562303,귤꽃향이 너무 좋아요. 어디 앉아도 이뻐서 사진찍기 진짜 좋음,5,0.0,2019.05.17.
548,548,174,713222734,네이처캔버스,496925,아기자기하게 이뻐요,5,0.0,2019.04.13.
549,549,175,713222734,네이처캔버스,424510,(ㅇㄷ) 예뻐요. 맛있어요. 좋아요.,5,0.0,2019.03.19.
550,550,176,184819082,카페인우도,1139911,너무맛있고 사장님도 짱친절해요 ㅎㅎ,5,0.0,2019.10.07.
551,551,177,184819082,카페인우도,1061691,엄청 맛있어요ㅠㅠ 제발 가 주세요~~,5,0.0,2019.09.07.
552,552,178,184819082,카페인우도,538381,편안한 휴식,5,0.0,2019.05.05.
553,553,179,819891458,시루애월,1057525,"이번에 여자친구랑 제주도 여행가게되면서 애월쪽 방문하다가 들렀는데, 인테리어도 괜찮고 커피맛은 물론이고 빵까지 너무 맛있게 잘먹고 갔네요! 나중에 또 여행하게 된다면 들릴게요~ 저는 개인적으로 추천드려요!ㅎ",5,0.0,2019.11.22.
554,554,180,819891458,시루애월,559053,진짜 보는재미가 쏠쏠했습니다! 브런치도 너무 맛있고~~~ 또 가고싶네요,5,1.0,2019.11.22.
555,555,181,819891458,시루애월,1240834,"최악...
불친절...

가격대비 음식도 너무하네요...

아기자기 소품 좀 있는거 말고는...
사진찍기 좋은 곳인가여?ㅠㅠ

왜 평점이 좋은지 이해불가...",1,0.0,2019.11.12.
556,556,182,819891458,시루애월,1128404,넓직하고 맛있는 브런치.. 공간이 다 다른 느낌이라 사진을 어디서 찍어도 예쁘네요,5,0.0,2019.10.03.
557,557,183,819891458,시루애월,1008932,"인스타를 즐겨하는 스타일이라 그런지, 인테리어를 많이 보게 되는데 여기는 인테리어 뿐만 아니라 음식이 너무 예쁘게 잘 나오고 심지어 맛도 너무 괜찮았던거 같아요 !! 같이간 친구들도 좋아했어요ㅎㅎ 나중에 또 제주도 오게 되면 들릴게요 ~~",5,0.0,2019.08.19.
558,558,184,819891458,시루애월,916358,여기 한적하고 데이트하기에 진짜 좋아요!! 힐링되는 분위기! 편안하고 공기가 좋다고 해야되나 .. 인테리어가 감성적이라서 그러는것 같기도 하고 ㅋㅋㅋㅋ 커플여행가시는 분들 추천합니당!,5,0.0,2019.07.18.
559,559,185,819891458,시루애월,844146,조용하고 비오는날 창가자리 운치있어요 (&bull;̀ᴗ&bull;́)و,5,0.0,2019.06.26.
560,560,186,819891458,시루애월,763066,정말 제주도 1년에 최소 2번 이상가는데 분위기 느낌 갑! 또가야지,5,0.0,2019.06.03.
561,561,187,819891458,시루애월,476548,엔틱한 장식들이 많았고 맛있는 브런치와 따뜻한 분위기라 정말 좋았어요~ 커피도 쏘쏘합니다^^ ,5,0.0,2019.04.01.
562,562,188,819891458,시루애월,411965,늦게까지 하는곳이 있어서 좋은데 참 불친절하시네요~~,3,0.0,2019.02.21.
563,563,189,819891458,시루애월,372633,,5,0.0,2019.01.21.
564,564,190,819891458,시루애월,352908,여기 좋은 카페 생겨서 너무 좋아요. ,5,0.0,2019.01.05.
565,565,191,819891458,시루애월,290567,ㅠㅠㅠㅠㅠㅠㅠㅠ 동네에 늦게까지 하는 카페 생겨서 너무 좋아요! 분위기두 너무 좋음 ,5,0.0,2018.11.09.
566,566,192,819891458,시루애월,2025280,,5,,2019.01.02.
567,567,193,553133678,카페기억해,164172,솔직히 카페 분위기등 뷰라던가 포토존 등 그런 인테리어 방면에서는 정말 좋았던것 같아요. 근데 개인적으로 가격대가 너무 높았고(에스프레소 5천원부터 시작) 손님들에게 꼭 1인 1메뉴 강요와 팥빙수도 2인 1빙수로 제한 하는 등 그런 부분이 매우 불편했습니다.... 정말로 카페 이름대로 기억이 계속 남을만한 카페였네요... 그런 시스템으로 운영하는 카페는 처음이였는데 다시는 안가고 싶어요,2,0.0,2018.07.04.
568,568,194,553133678,카페기억해,149111,뷰가 너무 좋아요!,5,0.0,2018.06.13.
569,569,195,553133678,카페기억해,1190565,,5,,2018.02.12.
570,570,196,14737236,아이스빈 일도점,775837,,3,,2016.05.07.
571,571,197,1434854624,카페수블리,1055667,너무 맛있어서 하나 더 시켰어요. _이하 생략,5,0.0,2019.09.04.
572,572,198,1434854624,카페수블리,1049516,치즈수플레도 맛나고 프릳츠 원두 쓰는데 커피 맛남,5,0.0,2019.09.01.
573,573,199,1434854624,카페수블리,953381,"감귤쥬스 맛있어요^^
무농약이라서 안심하고 먹었어요^^",5,0.0,2019.08.01.
574,574,200,1434854624,카페수블리,799812,목요일이 아닌 화요일 휴무,5,0.0,2019.06.13.
575,575,201,1556209480,컴플렉스,1161141,에그타르트 미쳤고 커피는 더 미쳤고 라떼는 완전 미쳤슴돠,5,0.0,2019.10.15.
576,576,202,1556209480,컴플렉스,1150367,,5,0.0,2019.10.11.
577,577,203,1556209480,컴플렉스,1029559,"제주에서 핸드드립 커피 이렇게 맛있게 먹어본 적이 없어요.
커피 진짜 맛났습니다ㅡ
제주에서 구도심에서  꼭 들려야 할 곳이 됐어요.",5,0.0,2019.08.26.
578,578,204,1556209480,컴플렉스,980109,"원두를 잘 볶았다는 생각이 듬
커피의 쓴 맛이 안나고 구수하다는 느낌이 좋아요~^^
자그마하고 소박한......^)^",5,0.0,2019.08.10.
579,579,205,1556209480,컴플렉스,967980,가격 저렴한데 퀄리티는 매우 굿,5,0.0,2019.08.06.
580,580,206,1556209480,컴플렉스,958820,여태 먹어본 스콘 중 제일 맛있고 진저시나몬 엄청 맛있어요,5,0.0,2019.08.03.
581,581,207,1556209480,컴플렉스,929860,,5,0.0,2019.07.23.
582,582,208,1630713791,온오프,1158666,직원분들이 전혀 친절하지 않아요. 실망스럽습니다. ,1,1.0,2019.10.14.
583,583,209,1630713791,온오프,1139836,맛은 있지만 직원들이 너무싸가지없어서 다음엔 절대안올듯,1,0.0,2019.10.07.
584,584,210,1630713791,온오프,1017298,그냥 일반 돈까스같은데 넘 비싸다 느꼈어요. 음료는 더욱이요. 대기해야한다면 안갈거같아요ㅠ,3,0.0,2019.08.22.
585,585,211,1630713791,온오프,976233,"고기는 원래 퍽퍽살을 좋아해서 매우 만족했어요
허브향이 느껴졌구 양도 부족하지 않았어요
건물은 번듯한데 화장실이나 구석구석 청소 부분이 아쉬워요
생맥주는 우도 다른 카페보다 단연코 시원하고 맛나요",4,0.0,2019.08.08.
586,586,212,1630713791,온오프,892773,김치에서 파리나왔어요,1,0.0,2019.07.11.
587,587,213,1630713791,온오프,868403,우도오면 가볼만한 곳입니다. 맛도 그럭저럭 괜찮고 풍경도 좋습니다. 할라피뇨도 많이 맵지않아 아이들도 잘 먹을 듯 합니다.,3,0.0,2019.07.03.
588,588,214,1630713791,온오프,785942,맛도 그냥 그럴데 위생관리좀.. 파리좀 잡으세요,1,0.0,2019.06.09.
589,589,215,1630713791,온오프,825994,,3,0.0,2019.05.07.
590,590,216,1630713791,온오프,376314,"일단 양이 굉장히 많습니다.
가격대가 좀 있는데, 양도 충분히 많긴해요.

흑돼지 특징인 듯 한데 굉장히 고기가 퍽퍽합니다.
두터운 두께에 퍽퍽한 고기라 생각보다 잘 안넘어가고,
부드러움과는 거리가 멉니다.

마트에 파는 수제동그랑땡 튀긴맛과 비슷해요.
그만큼 바삭하긴 한데, 퍽퍽한 맛 때문에 부드러움을 기대하시면 아쉬우실 겁니다.

건강한 맛 좋아하시면 괜찮으실 것 같네요.",3,0.0,2019.01.25.
591,591,217,1630713791,온오프,170770,완전 비추. 13000원짜리 밥 팔면서 입장하면 이름 적어야한다는 것도 제대로 안내 안되어있고 음료는 비싼편. 물은 종이컵에 담아마심. 음악은 너무 커서 귀아플지경에 종종 노래 끊겨서 적막한 상황에서 밥먹는 경우도 반복됨. 단 하나의 장점은 아이들의 식기 배려 정도. 맛도 그냥 그렇다.,1,0.0,2018.07.12.
592,592,218,1630713791,온오프,701813,돈까스 부드럽고 크긴 한데 풍경 보면서 먹는 맛이 더 커요 특별히 찾아가서 먹기엔 좀 아쉬워요,3,0.0,2018.05.10.
593,593,219,1630713791,온오프,107366,,3,0.0,2018.04.21.
594,594,220,1630713791,온오프,1229254,덮밥의 고기크기가 너무 큰 느낌.,3,,2018.10.30.
595,595,221,1630713791,온오프,955763,,3,,2018.08.15.
596,596,222,1630713791,온오프,1239696,,5,,2018.08.02.
597,597,223,1630713791,온오프,603825,,5,,2018.07.17.
598,598,224,1630713791,온오프,1052336,,5,,2017.04.29.
599,599,225,23066705,스타벅스 제주서귀포점,1032533,"친절하지도않고 커피 자기마음대로 휘핑크림섞어주고 원래섞어나가는거라며 그림과다르다니 처다보는 눈빛이 내가 순간 죄진줄
7500원짜리 커피마시면서 이런식으로 기분잡쳐야되나 다신않가고말지 시그니처메뉴먹으려다 여행망침",1,0.0,2019.08.27.
600,600,226,23066705,스타벅스 제주서귀포점,1009202,,2,0.0,2019.08.19.
601,601,227,23066705,스타벅스 제주서귀포점,980970,이상하게 커피가 맛없음. 그리고 남자직원은 왜이리 싸가지가 없는지. ,1,1.0,2019.08.10.
602,602,228,23066705,스타벅스 제주서귀포점,372953,유일하게 4가지 없슴  특히 쥬디. 그친구는 재수가 없다. 너무 너무 불쾌했다,1,3.0,2019.07.05.
603,603,229,23066705,스타벅스 제주서귀포점,434286,이상하게맛이 없어요.,2,1.0,2019.03.07.
604,604,230,23066705,스타벅스 제주서귀포점,369075,불친절한 파트너 없었어요. 매장이 생각보다 한가하네요~,3,0.0,2019.01.19.
605,605,231,23066705,스타벅스 제주서귀포점,333089,주문하면서 커피받으면서 불쾌감  한껏 느껴보고싶으면 필수코스집입니다,1,4.0,2018.12.20.
606,606,232,23066705,스타벅스 제주서귀포점,297184,일하기싫으면 집안에 처박혀있으셈 ㅗ,1,3.0,2018.11.15.
607,607,233,23066705,스타벅스 제주서귀포점,213337,,5,0.0,2018.08.23.
608,608,234,23066705,스타벅스 제주서귀포점,635419,말차라떼 너무 맛있게 먹었어요!,3,1.0,2018.08.09.
609,609,235,23066705,스타벅스 제주서귀포점,192155,친절하고 너무 좋아용 ㅎㅎㅎㅎㅎㅎ 마싯오용 ,5,1.0,2018.08.03.
610,610,236,23066705,스타벅스 제주서귀포점,1201666,,5,0.0,2018.03.31.
611,611,237,23066705,스타벅스 제주서귀포점,47534,ㅅㅓ비스 구림ㅡㅡ 퍼스널 추가한 거 잊어버렸으면 사과라도 해야하는 거 아닌가요ㅋㅋㅋㅋ 넘 뻔뻔해서 기분상함ㅎㅎ,1,1.0,2018.01.02.
612,612,238,23066705,스타벅스 제주서귀포점,9975,가끔. 쉴만한 곳.,2,0.0,2017.09.29.
613,613,239,23066705,스타벅스 제주서귀포점,874777,,4,0.0,2016.05.30.
614,614,240,23066705,스타벅스 제주서귀포점,1241461,,3,,2018.06.17.
615,615,241,23066705,스타벅스 제주서귀포점,1194407,,5,,2018.02.01.
616,616,242,23066705,스타벅스 제주서귀포점,1025031,그냥저냥 ,3,,2016.11.20.
617,617,243,23066705,스타벅스 제주서귀포점,1001350,제주도에서만 마실 수 있는 한라봉 그린티 레모네이드 맛있었어요~ 넘 달지도 않고 녹차의 쌉쌀음함과 한라봉의 향과 레모네이드의 달달함을 같이 느낄 수 있음! ,3,,2016.09.17.
618,618,244,23066705,스타벅스 제주서귀포점,939053,,3,,2016.07.17.
619,619,245,23066705,스타벅스 제주서귀포점,852130,,5,,2016.05.09.
620,620,246,23066705,스타벅스 제주서귀포점,708818,"서귀포 시내에 하나 있는 듯한 스벅~
제주도 답게 문을 열면 현무암이 맞아줌ㅎㅎ
친구가 보내준 기프티콘으로 꾸덕꾸덕 달콤한 초코무스사먹고 위로받았당",4,,2016.03.26.
621,621,247,23066705,스타벅스 제주서귀포점,1744581,여자 파트너들 진짜 불친절 합니다 음료쥴때 다 넘쳐서 컵에 다 범벅되서 주고 얼굴도 썩은표정 ㅡㅡ 진짜 가기싫음,1,,2017.03.28.
622,622,248,23066705,스타벅스 제주서귀포점,1459868,11시까지 영업함. 불친절.. -0-,1,,2015.12.20.
623,623,249,18619103,피어나,219288,아가씨들이 많이 이뻐여~~^^,5,0.0,2018.08.30.
624,624,250,953763366,카페봄봄,295617,,3,0.0,2018.11.13.
625,625,251,1838291163,작은쉼표,1839667,인스타에서 쳐보다가 발견해서 여행중이라 가봤는데 분위기 엄청좋아용 !!!! 음료맛도 좋구 밖에 분위기가 너무 좋더라구요 ~~다시 여행가면 또 가볼꺼에용 ㅎㅎㅎ,5,,2017.10.28.
626,626,252,1838291163,작은쉼표,1838654,제주도 여행갔다 분위기 좋아보여서 들어갔는데 음료가 상당히 괜찮았아요! 사진도 이쁘게 찍히고 ㅋㅋ 대체적으로 아주 좋았습니다. 혹시 제주도 들려서 여행중이신 분이라면 적극 추천합니다. 담달에 제주도 또 방문할 예정인데 꼭 다시들리려구용 ㅋㅋ  ,5,,2017.10.26.
627,627,253,1838291163,작은쉼표,1838541,우연히 발견한 카페인데 여자친구가 굉장히 좋아했어요 분위기도 좋고 커피도 맛있고 ㅋㅋ 또 올게요~,5,,2017.10.25.
628,628,254,1838291163,작은쉼표,1838449,"여기여기 짱짱!!! 남친이랑 첫 여행 중 발견한 예쁜카페!! 여유롭고, 맛도 좋고 !! 인생샷도 많이 건짐요 크크크크크 여기 진짜 추천염!! 강추강추!! >.<",5,,2017.10.25.
629,629,255,1838291163,작은쉼표,1833775,쥬스랑 에이드가 신선하고 시원하네요. 차분한 분위기에 편안하게 쉬어갈수 있을거같아요.,4,,2017.10.13.
630,630,256,1838291163,작은쉼표,1830571,여기 비엔나커피랑 당근케익 진짜 졸맛탱 .. ❤ 저녁에 오는게 더 예쁜거 같아요 진짜 미니폭포도 있구 포근한 카페에요 너무 예뻐요 ❤,5,,2017.10.03.
631,631,257,890412207,카페 보몽드,807985,유동커피 로맨틱무드가 인수 한 듯,1,0.0,2019.06.16.
632,632,258,890412207,카페 보몽드,1266725,사진찍기도 좋고 분위기 좋아요~~~ 차세울때도 많고~~ ,5,,2019.04.02.
633,633,259,860516838,제주당,862300,5개짜리가 1세트인데 하나 남은거 여자친구 안주고 내가 먹음ㅋㅋ싸움ㅋㅋㅋ관계는 나빠졌지만 마카롱은 얻음 후회 안함,5,1.0,2019.07.02.
634,634,260,860516838,제주당,856975,"조용
마카롱은 내가 원래 안좋아해서 평가불가",3,0.0,2019.06.30.
635,635,261,501601035,큐타초코,950327,믿고 찾는 큐타!,5,0.0,2019.07.31.
636,636,262,501601035,큐타초코,848954,초코케이크가 너무 맛있어요!! 꾸덕하고 부드럽고 초코 별로 안좋아하는데 이건 또 먹고 싶어요.. 당근케이크는 낮에 품절됩니다ㅠㅠ 맛도 맛인데 저녁에 분위기도 좋아요!! 그리고 사장님이 너무 친절하셨어요 덕분에 제주 여기저기 좋은 곳도 많이 알게됐습니다. 사장님께서 반딧불이 해설사를 하고 계셔서 근처 청수곶자왈에 반딧불고향을 소개받았는데 거기도 꼭 가보세요 큐타초코 이용하시면 체험권 할인됩니다. 평생 잊지 못할 추억이 됐습니다.. 정말 다시 가고 싶어요ㅠㅠ!! 추천합니다,5,0.0,2019.06.28.
637,637,263,501601035,큐타초코,810604,진한 초콜릿맛.추천합니다!,5,0.0,2019.06.17.
638,638,264,769399654,인그리드,1176838,구석구석 어디에 시선을 둬도 예쁜 공간 / 분위기 뿐만 아니라 음료나 디저트 맛도 다 잡음 - 크로아상 진짜 최고.. 뭐라 말해야 할지 모르겠다 또 먹고 싶다,5,0.0,2019.10.21.
639,639,265,652229727,개다방,911525,,5,,2016.12.31.
640,640,266,1050221982,모찌롱,1290396,"저는 딸기우유랑 말차다쿠아즈를 시켰는데, 딸기우유에 딸기가 씹히고 적당히 달아서 너무 좋았구요, 다쿠아즈 처음 먹어보는데 폭신폭신 신기하더라구요! 처음엔 쿠키인줄 알았는데! 신선하게 맛있었어요!! 사장님 두분 모두 너무 친절 하셨고요, 공항가는길에 자주 애용할거같아요&gt;_&lt;! 다음에는 보틀우유도 마셔보고싶어요!:) 공항에서 용담쪽으로 가시는 분들은 꼭꼭 들려보셔도 좋을듯해요! 버스정류장 바로 앞이거든요~ 가게소 소소하니 깔끔해요! 추천~!",5,0.0,2019.11.30.
641,641,267,1050221982,모찌롱,1164148,먹어본 다쿠아즈중 하위권 ,1,0.0,2019.10.16.
642,642,268,1050221982,모찌롱,940430,,2,0.0,2019.07.27.
643,643,269,1050221982,모찌롱,861120,사장님 두분 다 넘 예쁘시고 친절하세용ㅎ 오픈한지 일주일도 안됐는데 단골찍을 예정,5,0.0,2019.07.01.
644,644,270,648061721,부띠크아바,548683,"너무이뻐요💕

차한잔 마시면서 공부하기 너무좋네요
분위기짱💕",5,,2018.02.13.
645,645,271,648061721,부띠크아바,1216418,"분위기가 너무 예뻐요 ㅠ
그림감상에다 커피에 너무 힐링되네요.
갠적으론, 저녁이 분위기가 더 좋네요!",5,,2018.02.09.
646,646,272,1832729921,어컵오브아일랜드,608336,"점심엔 아메리카노 1500원!!!
쯔앙!!",5,0.0,2016.12.13.
647,647,273,27563856,지오,1535240,지나가다 잠깐 들렸는데 편하고 좋네요,5,,2016.04.15.
648,648,274,27563856,지오,1528213,"2015년 12월 25일에 갤러리&카페로 오픈한 &#39;지오&#40;Gio&#41;&#39;입니다.
매월 새로운 전시 작품을 차와 디저트와 함께 감상하실 수 있는 조용한 분위기의 카페입니다.",5,,2016.04.06.
649,649,275,27577933,쥬씨 제주한라대점,1283017,"쥬씨가 있는게 어딘가
좋다",4,0.0,2019.11.27.
650,650,276,27577933,쥬씨 제주한라대점,658821,그냥 쏘쏘,3,0.0,2016.08.17.
651,651,277,1598348098,우짜,67658,"전복해물떡복이....정말 최고였슴.
마라도 잠수함 타러 왔다가 시간이
남아서 둘러 보다 이쁜집이 있길레
들어온 집.
처음에 메뉴판 보고 가격이 비싸다는
느낌이 들었는데요.
먹고나서 돈이 아깝다는 생각이 전혀
안들었어요.
사장님도 넘 친절하시고요.
",5,0.0,2018.02.14.
652,652,278,1598348098,우짜,63092,베이컨김치볶음밥 맛있었어요 사장님도 친절하시고~,5,0.0,2018.02.05.
653,653,279,187594665,책다방,1281088,"책, 소품, 고양이, 커피 완벽한 조합",5,0.0,2019.11.27.
654,654,280,187594665,책다방,1175920,"넘 좋아요&gt;&lt; 고양이도 귀엽고, 월정리에서 거의 유일하게 사람이 적은 공간이어서 좋았어요.. ㅎㅎㅎ ",5,0.0,2019.10.20.
655,655,281,187594665,책다방,445429,,5,1.0,2019.03.14.
656,656,282,187594665,책다방,444820,"책과 커피를 좋아하는 저에겐 안성맞춤이었습니다. 따뜻한 느낌의 인테리어, 시골집에 놀러온 느낌이랄까, 좌식에 조금 자리가 붙어있어 엉덩이와 다리가 조금 아팠던 것 빼고는 만족합니다. ",4,1.0,2019.03.13.
657,657,283,187594665,책다방,284962,"정말정말 최고입니다!!!! 제주도 앞바다에서 편하게 쉬고 책읽고 고양이보고 소품 구경하고 정말 행복했습니다, 누구라도 가서 추천해주고 싶지만 너무 유명해져서 자리가 없을까봐 걱정될 정도 ㅎㅎㅎㅎ 특히 두명의 싸장님 사랑합니다 너무 친절하셔서 감사했습니다 ! ",5,1.0,2018.11.03.
658,658,284,187594665,책다방,281925,"뚜벅이 여행 중에 좀 지쳐가고 있을 때 가게 됐는데
카페도 조용하고 친절하신 사장님들? 덕에 잘 쉬고 기분 좋게 나왔어요
근처에 살았다면 주말마다 카페에 붙어있었을 거예요...",5,1.0,2018.10.31.
659,659,285,187594665,책다방,145446,나만 알고 싶은 곳..^^,5,1.0,2018.06.09.
660,660,286,187594665,책다방,81834,고양이.......♡,5,0.0,2018.03.06.
661,661,287,187594665,책다방,1262799,,4,,2019.02.10.
662,662,288,586961257,새콤달콤 애월점,574029,바다뷰 좋아요 아슈크림 맛있어요,5,0.0,2019.05.23.
663,663,289,586961257,새콤달콤 애월점,868006,"조금 비싸지만 맛있어요
애월 해수욕장을 산책하며 먹기 참 좋음",4,,2018.04.18.
664,664,290,586961257,새콤달콤 애월점,1174582,망고주스보다 막대아이스크림 넘나맛나는데 가격이 좀 쎈듯,4,,2017.10.02.
665,665,291,586961257,새콤달콤 애월점,1145582,,4,,2017.07.02.
