,0,address
283,"33.49919000000001,126.51632","[Location(3, 공설로, 제주시, 제주특별자치도, 63183, 대한민국, (33.4994635, 126.5165858, 0.0))]"
284,"33.47317,126.46305","[Location(365편의점, 노형로, 도평동, 제주시, 제주특별자치도, 63123, 대한민국, (33.472641, 126.462767, 0.0))]"
285,"33.4764,126.47976","[Location(한라대학로, 노형동, 제주시, 제주특별자치도, 63136, 대한민국, (33.4763098190677, 126.479758174342, 0.0))]"
286,"33.47639,126.48214","[Location(한라대학로, 노형동, 제주시, 제주특별자치도, 63136, 대한민국, (33.4763023724753, 126.482140536947, 0.0))]"
287,"33.46439,126.32068999999998","[Location(애월리, 제주시, 제주특별자치도, 63034, 대한민국, (33.464308134168, 126.320668767804, 0.0))]"
288,"33.48196,126.49231","[Location(연북로, 제주시, 제주특별자치도, 63136, 대한민국, (33.4818860716749, 126.492308300575, 0.0))]"
289,"33.34111,126.25725","[Location(저지리, 제주시, 제주특별자치도, 63006, 대한민국, (33.3411718040779, 126.257243282848, 0.0))]"
290,"33.3335,126.25638","[Location(Start of Ollegil 14 & 14-1, 중산간서로, 저지리, 제주시, 제주특별자치도, 63006, 대한민국, (33.3329433, 126.2562645, 0.0))]"
291,"33.416709999999995,126.26483","[Location(GS25, 한림로, 한수리, 제주시, 제주특별자치도, 63014, 대한민국, (33.416466, 126.26484, 0.0))]"
292,"33.39423,126.24082","[Location(Hyeopjae Beach, 한림로, 옹포리, 제주시, 제주특별자치도, 63011, 대한민국, (33.3941943, 126.24082, 0.0))]"
293,"33.39178,126.23886","[Location(금능 해수욕장 야영장, 한림로, 옹포리, 제주시, 제주특별자치도, 63011, 대한민국, (33.3918426, 126.2383923, 0.0))]"
294,"33.3267,126.25343","[Location(저지사거리, 녹차분재로, 저지리, 제주시, 제주특별자치도, 63006, 대한민국, (33.3269221, 126.2529641, 0.0))]"
295,"33.304520000000004,126.28862","[Location(녹차분재로, 화순리, Canons Town, 서귀포시, 제주특별자치도, 63522, 대한민국, (33.3046592193711, 126.288716731103, 0.0))]"
296,"33.33764,126.26653","[Location(저지리, 제주시, 제주특별자치도, 63006, 대한민국, (33.337677939563, 126.266543368617, 0.0))]"
297,"33.33497,126.25655","[Location(저지보건진료소, 중산간서로, 저지리, 제주시, 제주특별자치도, 63006, 대한민국, (33.334436, 126.255994, 0.0))]"
298,"33.45845,126.41517","[Location(고성리, 제주시, 제주특별자치도, 63062, 대한민국, (33.4583877336455, 126.41518498203, 0.0))]"
299,"33.4848,126.41106","[Location(하광로, 하귀1리, 제주시, 제주특별자치도, 644-1, 대한민국, (33.4848465941563, 126.411121120924, 0.0))]"
300,"33.43105,126.4002","[Location(유수암리, 제주시, 제주특별자치도, 63062, 대한민국, (33.4310043126946, 126.40011490903, 0.0))]"
301,"33.44283,126.40166","[Location((유수암상점) (( Yusuamsangjeom )), 광상로, 장전리, 제주시, 제주특별자치도, 63062, 대한민국, (33.442636, 126.4021282, 0.0))]"
302,"33.42343,126.4056","[Location(유수암리, 제주시, 제주특별자치도, 대한민국, (33.42329085, 126.405163922326, 0.0))]"
303,"33.48666,126.48057","[Location(제주은행 (Jeju Bank), 도령로, 제주시, 제주특별자치도, 63125, 대한민국, (33.4869219, 126.4805182, 0.0))]"
304,"33.49001,126.48853","[Location(거북선횟집, 삼무로, 제주시, 제주특별자치도, 63125, 대한민국, (33.489965, 126.48874, 0.0))]"
305,"33.30513,126.3189","[Location(Jeju Shinhwa World, 38, 신화역사로, 서광리, 서귀포시, 제주특별자치도, 63522, 대한민국, (33.30643145, 126.315723151988, 0.0))]"
306,"33.25732,126.58478","[Location(일주동로, 동홍동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.2572573249398, 126.584800469348, 0.0))]"
307,"33.26254,126.60624","[Location(효돈로, 신효동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.2625046265926, 126.606250205568, 0.0))]"
308,"33.26239,126.5829","[Location(516로, 토평동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.2624271777112, 126.582853035862, 0.0))]"
309,"33.24807,126.56356","[Location(오만용치과의원, 중정로, 서귀동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.24781, 126.56342, 0.0))]"
310,"33.24866,126.56658","[Location(미래치과의원, 중정로, 서귀동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.24868, 126.56666, 0.0))]"
311,"33.24868,126.56835","[Location(Dongmun Rotary, 중정로, 서귀동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.2486644, 126.5685364, 0.0))]"
312,"33.25115,126.5729","[Location(109, 태평로, 서귀동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.2519553, 126.573052821775, 0.0))]"
313,"33.2618,126.61758","[Location(하신상로, 하효동, 서귀포시, 제주특별자치도, 대한민국, (33.2618004841609, 126.617507265825, 0.0))]"
314,"33.26685,126.61735","[Location(하신상로, 하효동, 서귀포시, 제주특별자치도, 대한민국, (33.2668909726777, 126.617415086274, 0.0))]"
315,"33.25999,126.62346","[Location(하효동, 서귀포시, 제주특별자치도, 대한민국, (33.2600546761565, 126.62344527152, 0.0))]"
316,"33.26653,126.62927","[Location(하신로, 하효동, 서귀포시, 제주특별자치도, 대한민국, (33.2665221589707, 126.629284107274, 0.0))]"
317,"33.26583,126.64053","[Location(1132번 자전거도로, 위미리, 서귀포시, 제주특별자치도, 대한민국, (33.2658268576644, 126.640531880644, 0.0))]"
318,"33.30115,126.60939","[Location(상효동, 서귀포시, 제주특별자치도, 대한민국, (33.3012490780965, 126.609381943928, 0.0))]"
319,"33.25268,126.57523","[Location(이레코사마트, 태평로, 서귀동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.25227, 126.574746, 0.0))]"
320,"33.25189,126.57442","[Location(서귀동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.2519476861566, 126.574463478289, 0.0))]"
321,"33.2501,126.57187","[Location(우리동홍의원, 태평로, 서귀동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.249999, 126.571746, 0.0))]"
322,"33.257659999999994,126.58657","[Location(일주동로, 토평동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.2577087112588, 126.586555508167, 0.0))]"
323,"33.27996,126.60717","[Location(서귀포농협, 중산간동로, 하례리, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.2795195, 126.6075247, 0.0))]"
324,"33.27053,126.59375","[Location(중산간동로, 토평동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.2704875592157, 126.593820192142, 0.0))]"
325,"33.26191,126.58228","[Location(516로, 토평동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.2618889909158, 126.582305723046, 0.0))]"
326,"33.25285,126.56058","[Location(Jungang Rotary, 중앙로89번길, 서귀동, 서귀포시, 제주특별자치도, 63592, 대한민국, (33.252788, 126.560613, 0.0))]"
327,"33.254909999999995,126.57378","[Location(플러스마트, 일주동로, 동홍동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.254718, 126.574353, 0.0))]"
328,"33.24808,126.5617","[Location(박정신과의원, 중앙로, 서귀동, 서귀포시, 제주특별자치도, 63592, 대한민국, (33.2473712, 126.5619985, 0.0))]"
329,"33.25415,126.56525","[Location(일주동로, 서귀동, 서귀포시, 제주특별자치도, 63592, 대한민국, (33.2540623001911, 126.565268584373, 0.0))]"
330,"33.25472,126.56838","[Location(일주동로, 동홍동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.2545603591715, 126.568391179284, 0.0))]"
331,"33.29768,126.60955","[Location(하례리, 서귀포시, 제주특별자치도, 대한민국, (33.2976841250808, 126.609611273819, 0.0))]"
332,"33.24859,126.56853","[Location(Central Rotary, 중정로, 서귀동, 서귀포시, 제주특별자치도, 697-841, 대한민국, (33.2485416, 126.5685465, 0.0))]"
333,"33.41122,126.89907","[Location(1132, 온평리, 서귀포시, 제주특별자치도, 63634, 대한민국, (33.41124512585, 126.899013769952, 0.0))]"
334,"33.44225,126.91203","[Location(일주동로, 신양리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4422860234453, 126.911972959767, 0.0))]"
335,"33.4523,126.91413","[Location(오조리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4522745037054, 126.914046013974, 0.0))]"
336,"33.535779999999995,126.6365","[Location(조천리, 제주시, 제주특별자치도, 63331, 대한민국, (33.5357990438423, 126.63648788405, 0.0))]"
337,"33.53568,126.62565","[Location(신촌리, 제주시, 제주특별자치도, 63337, 대한민국, (33.5357381295539, 126.625645589146, 0.0))]"
338,"33.53439,126.62156","[Location(신촌리, 제주시, 제주특별자치도, 63337, 대한민국, (33.5344749115035, 126.621508981898, 0.0))]"
339,"33.50455,126.63608","[Location(와흘리, 제주시, 제주특별자치도, 63335, 대한민국, (33.5045647535744, 126.636031313204, 0.0))]"
340,"33.49855,126.65392","[Location(대흘보건진료소, 중산간동로, 대흘리, 제주시, 제주특별자치도, 63335, 대한민국, (33.4986607, 126.6544765, 0.0))]"
341,"33.49968,126.52126","[Location(232-1, 서광로, 제주시, 제주특별자치도, 63199, 대한민국, (33.49963325, 126.521248975, 0.0))]"
342,"33.499790000000004,126.51769","[Location(200, 서광로, 제주시, 제주특별자치도, 63199, 대한민국, (33.4997274, 126.517649358694, 0.0))]"
343,"33.50002,126.52583","[Location(274, 서광로, 제주시, 제주특별자치도, 63199, 대한민국, (33.49996695, 126.52587761071, 0.0))]"
344,"33.504490000000004,126.53703","[Location(부기은치과의원, 동광로, 일도이동, 제주시, 제주특별자치도, 63284, 대한민국, (33.504173, 126.5366967, 0.0))]"
345,"33.50602,126.53888","[Location(김문신산부인과, 동광로, 일도이동, 제주시, 제주특별자치도, 63284, 대한민국, (33.5061, 126.538712, 0.0))]"
346,"33.48949,126.59628","[Location(번영로, 봉개동, 제주시, 제주특별자치도, 63311, 대한민국, (33.4894768556219, 126.59627173178, 0.0))]"
347,"33.511070000000004,126.5486","[Location(번영로, 건입동, 제주시, 제주특별자치도, 63284, 대한민국, (33.5110751444686, 126.548602534799, 0.0))]"
348,"33.471779999999995,126.77987","[Location(송당초등학교, 중산간동로, 송당리, 제주시, 제주특별자치도, 대한민국, (33.4711534, 126.780847778226, 0.0))]"
349,"33.46842,126.67972","[Location(번영로, 와산리, 제주시, 제주특별자치도, 대한민국, (33.4684969474923, 126.679729943284, 0.0))]"
350,"33.452220000000004,126.70935","[Location(교래리, 제주시, 제주특별자치도, 대한민국, (33.4522638113071, 126.7093940337, 0.0))]"
351,"33.47074,126.64615","[Location(번영로, 와흘리, 제주시, 제주특별자치도, 대한민국, (33.4707568808659, 126.646152343128, 0.0))]"
352,"33.47098,126.78593","[Location(중산간동로, 송당리, 제주시, 제주특별자치도, 대한민국, (33.4710189310011, 126.785940569976, 0.0))]"
353,"33.46024,126.81713","[Location(중산간동로, 송당리, 제주시, 제주특별자치도, 63631, 대한민국, (33.4602871054771, 126.817123561122, 0.0))]"
354,"33.44535,126.90068","[Location(서성일로, 고성리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4454273520773, 126.900667982087, 0.0))]"
355,"33.46849,126.92917","[Location(Seongsan Harbor Entrance, 한도로, 성산리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4686377, 126.9291276, 0.0))]"
356,"33.44225,126.88403999999998","[Location(수산리, 서귀포시, 제주특별자치도, 63631, 대한민국, (33.4422725217125, 126.88403683222, 0.0))]"
357,"33.44103,126.86168","[Location(수산리, 서귀포시, 제주특별자치도, 63631, 대한민국, (33.4410955810034, 126.861708641825, 0.0))]"
358,"33.49991,126.52135","[Location(231-1, 서광로, 제주시, 제주특별자치도, 63182, 대한민국, (33.5000737, 126.521302140031, 0.0))]"
359,"33.50047,126.5271","[Location(287, 서광로, 제주시, 제주특별자치도, 63199, 대한민국, (33.50064065, 126.527123576823, 0.0))]"
360,"33.499970000000005,126.52387","[Location(255-1, 서광로, 제주시, 제주특별자치도, 63199, 대한민국, (33.50007585, 126.523841710355, 0.0))]"
361,"33.49073,126.59445","[Location(봉개초등학교, 번영로, 봉개동, 제주시, 제주특별자치도, 63311, 대한민국, (33.49041505, 126.593684298273, 0.0))]"
362,"33.50463,126.53691","[Location(부기은치과의원, 동광로, 일도이동, 제주시, 제주특별자치도, 63284, 대한민국, (33.504173, 126.5366967, 0.0))]"
363,"33.50668,126.53937","[Location(다나동물병원, 동광로, 일도이동, 제주시, 제주특별자치도, 63284, 대한민국, (33.50661, 126.53937, 0.0))]"
364,"33.48923,126.59697","[Location(봉개주유소, 번영로, 봉개동, 제주시, 제주특별자치도, 63311, 대한민국, (33.4896287, 126.5966677, 0.0))]"
365,"33.47088,126.78652","[Location(중산간동로, 송당리, 제주시, 제주특별자치도, 63631, 대한민국, (33.4708141933549, 126.786491712721, 0.0))]"
366,"33.46031,126.81712","[Location(중산간동로, 송당리, 제주시, 제주특별자치도, 63631, 대한민국, (33.4602870475561, 126.817123137384, 0.0))]"
367,"33.44113,126.86193","[Location(수산리, 서귀포시, 제주특별자치도, 63631, 대한민국, (33.4411020340927, 126.861938666558, 0.0))]"
368,"33.44555,126.90047","[Location(서성일로, 고성리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4454002080991, 126.900493272627, 0.0))]"
369,"33.44675,126.90865","[Location(서성일로, 고성리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4466327282299, 126.908668370591, 0.0))]"
370,"33.44888,126.91644","[Location(고성리사거리, , 고성리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4486553, 126.9162162, 0.0))]"
371,"33.46085,126.93127","[Location(성산중앙로, 성산리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4608120993539, 126.931314212986, 0.0))]"
372,"33.44798,126.91496","[Location(오조리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4479872851973, 126.915045718753, 0.0))]"
373,"33.4389,126.87385","[Location(서성일로, 수산리, 서귀포시, 제주특별자치도, 63631, 대한민국, (33.4388595778329, 126.873861031617, 0.0))]"
374,"33.44242,126.88377","[Location(서성일로, 수산리, 서귀포시, 제주특별자치도, 63631, 대한민국, (33.4422865518039, 126.883785622576, 0.0))]"
375,"33.43925,126.86307","[Location(수산리, 서귀포시, 제주특별자치도, 63631, 대한민국, (33.4390977981507, 126.863092981186, 0.0))]"
376,"33.447070000000004,126.91104","[Location(서성일로, 고성리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4469615099805, 126.91105630017, 0.0))]"
377,"33.473659999999995,126.54542","[Location(오븐에빠진닭 제주아라점, 아란8길, 아라일동, 제주시, 제주특별자치도, 63238, 대한민국, (33.4736873, 126.5453861, 0.0))]"
378,"33.44786,126.55539","[Location(San-cheon-dan, 516로, 제주시, 제주특별자치도, 63244, 대한민국, (33.4481804, 126.5549624, 0.0))]"
379,"33.42304,126.62644","[Location(사려니숲길입구, 비자림로, 제주시, 제주특별자치도, 대한민국, (33.4229864, 126.6261274, 0.0))]"
380,"33.43468,126.73162","[Location(셰프라인월드, 비자림로, 교래리, 제주시, 제주특별자치도, 대한민국, (33.4363629, 126.731290645757, 0.0))]"
381,"33.44662,126.90875","[Location(서성일로, 고성리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4466449043241, 126.908746098744, 0.0))]"
382,"33.45143,126.92337","[Location(일출로, 고성리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4514942229339, 126.923311223982, 0.0))]"
383,"33.44607,126.90562","[Location(곰돌이민박, 서성일로, 고성리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.44614, 126.904875, 0.0))]"
384,"33.44338,126.88894","[Location(서성일로, 고성리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4434591176609, 126.888920859795, 0.0))]"
385,"33.44658,126.85212","[Location(수산리, 서귀포시, 제주특별자치도, 63631, 대한민국, (33.446632349428, 126.852151083492, 0.0))]"
386,"33.446909999999995,126.91127","[Location(고성리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4469131313048, 126.911248434021, 0.0))]"
387,"33.47308,126.54569","[Location(땅땅치킨 아라점, 중앙로, 아라일동, 제주시, 제주특별자치도, 63238, 대한민국, (33.4728316, 126.5452911, 0.0))]"
388,"33.4759,126.5449","[Location(아라동주민센터, 중앙로, 아라일동, 제주시, 제주특별자치도, 63238, 대한민국, (33.4762835, 126.5452965, 0.0))]"
389,"33.447990000000004,126.55558","[Location(San-cheon-dan, 516로, 제주시, 제주특별자치도, 63244, 대한민국, (33.4481804, 126.5549624, 0.0))]"
390,"33.43863,126.56944","[Location(제주국제대학교, 첨단로, 월평동, 제주시, 제주특별자치도, 63243, 대한민국, (33.4411014, 126.570174088695, 0.0))]"
391,"33.43537,126.68883999999998","[Location(산굼부리 주차장, 비자림로, 교래리, 제주시, 제주특별자치도, 대한민국, (33.43504265, 126.689454151218, 0.0))]"
392,"33.42981,126.59649","[Location(한라생태숲, 1131, 제주시, 제주특별자치도, 63243, 대한민국, (33.43158435, 126.600927411577, 0.0))]"
393,"33.42308,126.6258","[Location(사려니숲길, 비자림로, 제주시, 제주특별자치도, 대한민국, (33.423008, 126.6259316, 0.0))]"
394,"33.46603,126.93441","[Location(한도로, 성산리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4661049384973, 126.934445195554, 0.0))]"
395,"33.4682,126.92955","[Location(Seongsan Harbor Entrance, 한도로, 성산리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4686377, 126.9291276, 0.0))]"
396,"33.44613,126.90501","[Location(곰돌이민박, 서성일로, 고성리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.44614, 126.904875, 0.0))]"
397,"33.44357,126.889","[Location(서성일로, 고성리, 서귀포시, 제주특별자치도, 63640, 대한민국, (33.4434833354205, 126.889020965961, 0.0))]"
398,"33.495540000000005,126.53291000000002","[Location(McDonald's, 중앙로, 이도이동, 제주시, 제주특별자치도, 63208, 대한민국, (33.4955926, 126.5329796, 0.0))]"
399,"33.47957,126.54388","[Location(남국원, 중앙로, 아라일동, 제주시, 제주특별자치도, 63238, 대한민국, (33.4793368, 126.5438858, 0.0))]"
400,"33.50493,126.5613","[Location(번영로, 화북이동, 제주시, 제주특별자치도, 63293, 대한민국, (33.5050414019435, 126.561347917874, 0.0))]"
401,"33.4864,126.60147","[Location(번영로주유소, 번영로, 봉개동, 제주시, 제주특별자치도, 63311, 대한민국, (33.485566, 126.601824, 0.0))]"
402,"33.46968,126.66118","[Location(번영로, 와산리, 제주시, 제주특별자치도, 대한민국, (33.4697402065317, 126.661177474378, 0.0))]"
403,"33.46985,126.66462","[Location(번영로, 와산리, 제주시, 제주특별자치도, 대한민국, (33.4698820428907, 126.664618902675, 0.0))]"
404,"33.47456,126.63868","[Location(번영로, 봉개동, 제주시, 제주특별자치도, 63311, 대한민국, (33.474548382799, 126.638674071003, 0.0))]"
405,"33.50689000000001,126.557","[Location(번영로, 화북이동, 제주시, 제주특별자치도, 63293, 대한민국, (33.507022031956, 126.557059889097, 0.0))]"
406,"33.36105,126.82045","[Location(번영로, 하천리, 서귀포시, 제주특별자치도, 63629, 대한민국, (33.3610130146668, 126.820392983194, 0.0))]"
407,"33.353970000000004,126.82334","[Location(하천교차로, 번영로, 하천리, 서귀포시, 제주특별자치도, 63629, 대한민국, (33.3530998, 126.8235412, 0.0))]"
408,"33.38649,126.79897","[Location(성읍리, 서귀포시, 제주특별자치도, 63623, 대한민국, (33.3865525, 126.7989997, 0.0))]"
409,"33.39078,126.8008","[Location(성읍보건진료소, 성읍정의현로, 성읍리, 서귀포시, 제주특별자치도, 대한민국, (33.39032, 126.801004, 0.0))]"
410,"33.3921,126.79992","[Location(성읍리, 서귀포시, 제주특별자치도, 대한민국, (33.3921388607824, 126.79993693681, 0.0))]"
411,"33.405640000000005,126.77834","[Location(번영로, 성읍리, 서귀포시, 제주특별자치도, 대한민국, (33.4056528197971, 126.778347273827, 0.0))]"
412,"33.41011,126.76987","[Location(성읍2리입구교차로, 번영로, 성읍리, 서귀포시, 제주특별자치도, 대한민국, (33.4103935, 126.7695548, 0.0))]"
413,"33.3257,126.8335","[Location(GS25, 표선중앙로, 표선리, 서귀포시, 제주특별자치도, 63629, 대한민국, (33.3257189, 126.8333838, 0.0))]"
414,"33.39302,126.7979","[Location(성읍리교차로, , 성읍리, 서귀포시, 제주특별자치도, 대한민국, (33.3934048, 126.7970322, 0.0))]"
415,"33.32491,126.83859","[Location(당포마을, 서귀포시, 제주특별자치도, 63629, 대한민국, (33.3249673141575, 126.838620749273, 0.0))]"
416,"33.34257,126.82662","[Location(번영로, 하천리, 서귀포시, 제주특별자치도, 63629, 대한민국, (33.3425730469307, 126.826632084341, 0.0))]"
417,"33.35691,126.82304","[Location(번영로, 하천리, 서귀포시, 제주특별자치도, 63629, 대한민국, (33.356896964578, 126.823011439244, 0.0))]"
418,"33.46008,126.69919","[Location(번영로, 와산리, 제주시, 제주특별자치도, 대한민국, (33.4602393986262, 126.699312486098, 0.0))]"
419,"33.50185,126.56875","[Location(부록길, 화북이동, 제주시, 제주특별자치도, 63293, 대한민국, (33.5018624529293, 126.568724090928, 0.0))]"
420,"33.51099,126.54923","[Location(번영로, 건입동, 제주시, 제주특별자치도, 63284, 대한민국, (33.5108097387487, 126.549141397921, 0.0))]"
421,"33.470009999999995,126.66362","[Location(번영로, 와산리, 제주시, 제주특별자치도, 대한민국, (33.4699395762975, 126.663623202741, 0.0))]"
422,"33.46898,126.6764","[Location(에코랜드 CC, 번영로, 와산리, 제주시, 제주특별자치도, 대한민국, (33.4608356, 126.672077770829, 0.0))]"
423,"33.458859999999994,126.70153","[Location(번영로, 와산리, 제주시, 제주특별자치도, 대한민국, (33.4587572409646, 126.701447412427, 0.0))]"
424,"33.45304,126.709","[Location(교래리, 제주시, 제주특별자치도, 대한민국, (33.4529918633018, 126.70895160861, 0.0))]"
425,"33.48428,126.61158","[Location(번영로, 봉개동, 제주시, 제주특별자치도, 63311, 대한민국, (33.4842471711899, 126.611584093633, 0.0))]"
426,"33.4712,126.64496","[Location(와흘리, 제주시, 제주특별자치도, 대한민국, (33.4712459376616, 126.644971179303, 0.0))]"
427,"33.45753,126.70321","[Location(와산리, 제주시, 제주특별자치도, 대한민국, (33.4575250996979, 126.703206339889, 0.0))]"
428,"33.39208,126.80026","[Location(성읍리, 서귀포시, 제주특별자치도, 대한민국, (33.3920111393077, 126.80022998824, 0.0))]"
429,"33.36131,126.82042","[Location(번영로, 하천리, 서귀포시, 제주특별자치도, 63629, 대한민국, (33.3613572689562, 126.820489927123, 0.0))]"
430,"33.35399,126.82377","[Location(하천리, 서귀포시, 제주특별자치도, 63629, 대한민국, (33.3539895806108, 126.823764845697, 0.0))]"
431,"33.32826,126.83122","[Location(표선중학교, 표선중앙로, 표선리, 서귀포시, 제주특별자치도, 63629, 대한민국, (33.330276, 126.831361086136, 0.0))]"
432,"33.386520000000004,126.79911","[Location(Seongeup 1-ri, 성읍민속로, 성읍리, 서귀포시, 제주특별자치도, 63623, 대한민국, (33.3864224, 126.7990358, 0.0))]"
433,"33.3837,126.7997","[Location(성읍초등학교, 성읍민속로, 성읍리, 서귀포시, 제주특별자치도, 63623, 대한민국, (33.3834396, 126.798233331077, 0.0))]"
434,"33.39047,126.801","[Location(성읍보건진료소, 성읍정의현로, 성읍리, 서귀포시, 제주특별자치도, 대한민국, (33.39032, 126.801004, 0.0))]"
435,"33.41088,126.76887","[Location(성읍2리입구교차로, 번영로, 성읍리, 서귀포시, 제주특별자치도, 대한민국, (33.4103935, 126.7695548, 0.0))]"
436,"33.32582,126.83392","[Location(GS25, 표선중앙로, 표선리, 서귀포시, 제주특별자치도, 63629, 대한민국, (33.3257189, 126.8333838, 0.0))]"
437,"33.39946,126.78723","[Location(다이나믹 메이즈, 번영로, 성읍리, 서귀포시, 제주특별자치도, 63623, 대한민국, (33.3992045, 126.785377816103, 0.0))]"
438,"33.32547,126.83874","[Location(제주민속촌, 민속해안로, 당포마을, 서귀포시, 제주특별자치도, 63629, 대한민국, (33.32270905, 126.841622853095, 0.0))]"
439,"33.343779999999995,126.82656","[Location(번영로, 하천리, 서귀포시, 제주특별자치도, 63629, 대한민국, (33.3437947782182, 126.826618615746, 0.0))]"
440,"33.378659999999996,126.80211","[Location(표선면, 서귀포시, 제주특별자치도, 63623, 대한민국, (33.3786197661056, 126.8020334179, 0.0))]"
441,"33.47653,126.54428","[Location(아라초등학교, 중앙로, 아라일동, 제주시, 제주특별자치도, 63238, 대한민국, (33.47643135, 126.543591959301, 0.0))]"
442,"33.429559999999995,126.59716","[Location(516로, 제주시, 제주특별자치도, 63243, 대한민국, (33.4296816602432, 126.597163753851, 0.0))]"
443,"33.41913,126.61716","[Location(Gyorae Entrance, 비자림로, 제주시, 제주특별자치도, 대한민국, (33.4192325, 126.6173412, 0.0))]"
444,"33.46215,126.54958","[Location(중앙로, 아라일동, 제주시, 제주특별자치도, 63238, 대한민국, (33.4621418443224, 126.549523204819, 0.0))]"
445,"33.47064,126.54582","[Location(Inda Village, 중앙로, 아라일동, 제주시, 제주특별자치도, 63238, 대한민국, (33.4706725, 126.5457699, 0.0))]"
446,"33.44028,126.56753","[Location(516로, 제주시, 제주특별자치도, 63244, 대한민국, (33.4402421, 126.5675314, 0.0))]"
447,"33.44571,126.55843","[Location(516로, 제주시, 제주특별자치도, 63244, 대한민국, (33.4456457, 126.558381, 0.0))]"
448,"33.45264,126.55164","[Location(516로, 제주시, 제주특별자치도, 63244, 대한민국, (33.4526061905322, 126.551570281097, 0.0))]"
449,"33.43865,126.57652","[Location(516로, 제주시, 제주특별자치도, 63243, 대한민국, (33.4385543380117, 126.576510857918, 0.0))]"
450,"33.435179999999995,126.73451","[Location(셰프라인월드, 비자림로, 교래리, 제주시, 제주특별자치도, 대한민국, (33.4363629, 126.731290645757, 0.0))]"
451,"33.43626,126.6762","[Location(교래리보건진료소, 비자림로, 교래리, 제주시, 제주특별자치도, 대한민국, (33.4362157, 126.6769523, 0.0))]"
452,"33.41938,126.61678","[Location(516로, 제주시, 제주특별자치도, 63243, 대한민국, (33.419387295082, 126.616699754098, 0.0))]"
453,"33.43645,126.69547","[Location(산굼부리, 비자림로, 교래리, 제주시, 제주특별자치도, 대한민국, (33.43178975, 126.693745900365, 0.0))]"
454,"33.41621,126.76281000000002","[Location(번영로, 성읍리, 서귀포시, 제주특별자치도, 대한민국, (33.4161568208092, 126.76275566474, 0.0))]"
455,"33.39298,126.79821","[Location(성읍리, 서귀포시, 제주특별자치도, 대한민국, (33.3929056412519, 126.798177592006, 0.0))]"
456,"33.436409999999995,126.6794","[Location(교래리, 제주시, 제주특별자치도, 대한민국, (33.4363257849237, 126.679478357235, 0.0))]"
457,"33.426390000000005,126.6559","[Location(비자림로, 교래리, 제주시, 제주특별자치도, 대한민국, (33.426322491314, 126.65591331804, 0.0))]"
458,"33.49962,126.50303","[Location(우리주유소, 서광로, 제주시, 제주특별자치도, 63125, 대한민국, (33.499494, 126.503437, 0.0))]"
459,"33.477990000000005,126.48253","[Location(1100로, 노형동, 제주시, 제주특별자치도, 63123, 대한민국, (33.4780454760617, 126.482691667681, 0.0))]"
460,"33.47221,126.48439","[Location(1100로, 제주시, 제주특별자치도, 63136, 대한민국, (33.4722277329118, 126.484479290426, 0.0))]"
461,"33.48467,126.47993","[Location(장은식치과의원, 노형14길, 노형동, 제주시, 제주특별자치도, 63123, 대한민국, (33.48503, 126.4792, 0.0))]"
462,"33.46991,126.48474","[Location(1100로, 제주시, 제주특별자치도, 63136, 대한민국, (33.4699269669767, 126.48486462739, 0.0))]"
463,"33.44968,126.48625","[Location(1100로, 제주시, 제주특별자치도, 63136, 대한민국, (33.4496990358663, 126.486433315903, 0.0))]"
